drug pairs 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00601    object:Paroxetine precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00489    object:Sotalol precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00776-http://bio2rdf.org/drugbank:DB00555    object:Lamotrigine precipitant: Oxcarbazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00476-http://bio2rdf.org/drugbank:DB00458    object:Imipramine precipitant: Duloxetine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00115-http://bio2rdf.org/drugbank:DB00448    object:Lansoprazole precipitant: CYANOCOBALAMIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00701-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00887-http://bio2rdf.org/drugbank:DB00684    object:Bumetanide precipitant: Tobramycin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01394    object:CYCLOSPORINE precipitant: COLCHICINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00820    object:TIPRANAVIR precipitant: Tadalafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00736    object:Ketoconazole precipitant: ESOMEPRAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00625-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: Efavirenz 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00722-http://bio2rdf.org/drugbank:DB01356    object:LISINOPRIL precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01037-http://bio2rdf.org/drugbank:DB00323    object:SELEGILINE precipitant: Tolcapone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01029-http://bio2rdf.org/drugbank:DB01356    object:Irbesartan precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00247    object:SAQUINAVIR precipitant: METHYSERGIDE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00794-http://bio2rdf.org/drugbank:DB00734    object:Risperidone precipitant: PRIMIDONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01764-http://bio2rdf.org/drugbank:DB01100    object:DALFOPRISTIN precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB01263    object:POSACONAZOLE precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00204-http://bio2rdf.org/drugbank:DB00661    object:Dofetilide precipitant: Verapamil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00273    object:ETHINYL ESTRADIOL precipitant: Topiramate 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00977    object:ETHINYL ESTRADIOL precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01017-http://bio2rdf.org/drugbank:DB00459    object:Minocycline precipitant: Acitretin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB00091    object:CYCLOSPORINE precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB01268    object:Sunitinib precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00876    object:Eprosartan precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01223-http://bio2rdf.org/drugbank:DB00501    object:AMINOPHYLLINE precipitant: Cimetidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00921-http://bio2rdf.org/drugbank:DB01068    object:Buprenorphine precipitant: CLONAZEPAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00277-http://bio2rdf.org/drugbank:DB00501    object:THEOPHYLLINE precipitant: Cimetidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00959-http://bio2rdf.org/drugbank:DB01045    object:METHYLPREDNISOLONE precipitant: RIFAMPICIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01083    object:CYCLOSPORINE precipitant: Orlistat 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00783-http://bio2rdf.org/drugbank:DB06201    object:RUFINAMIDE precipitant: Estradiol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01029-http://bio2rdf.org/drugbank:DB00421    object:Spironolactone precipitant: Irbesartan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB06702    object:Ketoconazole precipitant: Fesoterodine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00216    object:Paroxetine precipitant: Eletriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00687-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Fludrocortisone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB08860    object:CYCLOSPORINE precipitant: PITAVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB06287    object:TEMSIROLIMUS precipitant: Diltiazem 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00741-http://bio2rdf.org/drugbank:DB00615    object:HYDROCORTISONE precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00675-http://bio2rdf.org/drugbank:DB00715    object:Tamoxifen precipitant: Paroxetine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01263-http://bio2rdf.org/drugbank:DB00570    object:VINBLASTINE precipitant: POSACONAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00921-http://bio2rdf.org/drugbank:DB00829    object:DIAZEPAM precipitant: Buprenorphine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00863-http://bio2rdf.org/drugbank:DB04868    object:RANITIDINE precipitant: Nilotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00734-http://bio2rdf.org/drugbank:DB00454    object:Risperidone precipitant: PETHIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01591-http://bio2rdf.org/drugbank:DB01026    object:Ketoconazole precipitant: Solifenacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01082-http://bio2rdf.org/drugbank:DB00695    object:Streptomycin precipitant: Furosemide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00860-http://bio2rdf.org/drugbank:DB00218    object:Moxifloxacin precipitant: Prednisolone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00248-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: Cabergoline 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00776-http://bio2rdf.org/drugbank:DB00367    object:Levonorgestrel precipitant: Oxcarbazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00575-http://bio2rdf.org/drugbank:DB00540    object:NORTRIPTYLINE precipitant: Clonidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB04855    object:Dronedarone precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01059-http://bio2rdf.org/drugbank:DB00959    object:METHYLPREDNISOLONE precipitant: Norfloxacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00575-http://bio2rdf.org/drugbank:DB00543    object:AMOXAPINE precipitant: Clonidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB01211    object:TIPRANAVIR precipitant: CLARITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB01026    object:Ketoconazole precipitant: MIDAZOLAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00625-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Efavirenz 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00736-http://bio2rdf.org/drugbank:DB01072    object:Atazanavir precipitant: ESOMEPRAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00367-http://bio2rdf.org/drugbank:DB01174    object:Levonorgestrel precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB05294-http://bio2rdf.org/drugbank:DB00477    object:Chlorpromazine precipitant: VANDETANIB 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00564    object:CYCLOSPORINE precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00684-http://bio2rdf.org/drugbank:DB00369    object:CIDOFOVIR precipitant: Tobramycin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00759-http://bio2rdf.org/drugbank:DB00459    object:Tetracycline precipitant: Acitretin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00563    object:CYCLOSPORINE precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00492    object:FOSINOPRIL precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06287-http://bio2rdf.org/drugbank:DB00564    object:Carbamazepine precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01263-http://bio2rdf.org/drugbank:DB01100    object:POSACONAZOLE precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00615    object:Fluconazole precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00601-http://bio2rdf.org/drugbank:DB00852    object:Pseudoephedrine precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00814-http://bio2rdf.org/drugbank:DB00563    object:METHOTREXATE precipitant: Meloxicam 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00908-http://bio2rdf.org/drugbank:DB00218    object:Moxifloxacin precipitant: QUINIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00502-http://bio2rdf.org/drugbank:DB01100    object:Pimozide precipitant: Haloperidol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00953-http://bio2rdf.org/drugbank:DB00601    object:Rizatriptan precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB00669    object:Sumatriptan precipitant: ESCITALOPRAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00454-http://bio2rdf.org/drugbank:DB00477    object:PETHIDINE precipitant: Chlorpromazine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00489-http://bio2rdf.org/drugbank:DB00204    object:Dofetilide precipitant: Sotalol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00669-http://bio2rdf.org/drugbank:DB01104    object:SUMATRIPTAN precipitant: SERTRALINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB01394    object:COLCHICINE precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB04868    object:TELITHROMYCIN precipitant: Nilotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01023-http://bio2rdf.org/drugbank:DB00373    object:TIMOLOL precipitant: Felodipine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Erlotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00678-http://bio2rdf.org/drugbank:DB00421    object:Spironolactone precipitant: Losartan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00503    object:MIDAZOLAM precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00678-http://bio2rdf.org/drugbank:DB00384    object:Triamterene precipitant: Losartan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01337-http://bio2rdf.org/drugbank:DB01082    object:Streptomycin precipitant: Pancuronium 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01104-http://bio2rdf.org/drugbank:DB00543    object:AMOXAPINE precipitant: SERTRALINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00238-http://bio2rdf.org/drugbank:DB00367    object:Levonorgestrel precipitant: Nevirapine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB00796    object:CANDESARTAN precipitant: INDOMETHACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB00564    object:NORETHINDRONE precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00951-http://bio2rdf.org/drugbank:DB00564    object:Isoniazid precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB00701    object:Amprenavir precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01082-http://bio2rdf.org/drugbank:DB01339    object:Streptomycin precipitant: Vecuronium 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01039-http://bio2rdf.org/drugbank:DB01098    object:Rosuvastatin precipitant: Fenofibrate 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB06287    object:PHENOBARBITAL precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00178-http://bio2rdf.org/drugbank:DB00695    object:Furosemide precipitant: Ramipril 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB00966    object:Triamterene precipitant: TELMISARTAN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01406-http://bio2rdf.org/drugbank:DB00864    object:Danazol precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01023    object:Ketoconazole precipitant: Felodipine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00530    object:Voriconazole precipitant: Erlotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB00993    object:Allopurinol precipitant: Azathioprine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00208    object:CYCLOSPORINE precipitant: Ticlopidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB00717    object:NORETHINDRONE precipitant: Aprepitant 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01242-http://bio2rdf.org/drugbank:DB00476    object:Duloxetine precipitant: CLOMIPRAMINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00490    object:RIFAMPICIN precipitant: Buspirone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB00489    object:INDOMETHACIN precipitant: Sotalol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB00641    object:SIMVASTATIN precipitant: Verapamil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01104-http://bio2rdf.org/drugbank:DB00434    object:Cyproheptadine precipitant: SERTRALINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB01175    object:ESCITALOPRAM precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB05291-http://bio2rdf.org/drugbank:DB01118    object:AMIODARONE precipitant: LIDOCAINE PATCH 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB06287    object:TEMSIROLIMUS precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00862    object:SAQUINAVIR precipitant: Vardenafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01242-http://bio2rdf.org/drugbank:DB00575    object:Clonidine precipitant: CLOMIPRAMINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB01197    object:LITHIUM precipitant: Captopril 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00359    object:SULFADIAZINE precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01264-http://bio2rdf.org/drugbank:DB06287    object:Darunavir precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00238-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Nevirapine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00255-http://bio2rdf.org/drugbank:DB00564    object:DIETHYLSTILBESTROL precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06287-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00864    object:SAQUINAVIR precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00796-http://bio2rdf.org/drugbank:DB00384    object:CANDESARTAN precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00492-http://bio2rdf.org/drugbank:DB00384    object:FOSINOPRIL precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00943-http://bio2rdf.org/drugbank:DB00900    object:Zalcitabine precipitant: DIDANOSINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00540-http://bio2rdf.org/drugbank:DB01104    object:NORTRIPTYLINE precipitant: SERTRALINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06287-http://bio2rdf.org/drugbank:DB01263    object:POSACONAZOLE precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01264-http://bio2rdf.org/drugbank:DB00864    object:Darunavir precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00900-http://bio2rdf.org/drugbank:DB01004    object:DIDANOSINE precipitant: GANCICLOVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB01268    object:Sunitinib precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01101-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Capecitabine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00788-http://bio2rdf.org/drugbank:DB00563    object:NAPROXEN precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00492-http://bio2rdf.org/drugbank:DB00421    object:FOSINOPRIL precipitant: Spironolactone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00575-http://bio2rdf.org/drugbank:DB00726    object:Trimipramine precipitant: Clonidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00275    object:Olmesartan precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00615    object:CYCLOSPORINE precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB01223    object:AMINOPHYLLINE precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB05521-http://bio2rdf.org/drugbank:DB00641    object:Telaprevir precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01184-http://bio2rdf.org/drugbank:DB05294    object:Domperidone precipitant: VANDETANIB 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00554-http://bio2rdf.org/drugbank:DB01356    object:PIROXICAM precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Sunitinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB01151    object:Paroxetine precipitant: Desipramine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB00454    object:Rasagiline precipitant: PETHIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01026    object:CYCLOSPORINE precipitant: Ketoconazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01023-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: Felodipine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01037-http://bio2rdf.org/drugbank:DB00813    object:SELEGILINE precipitant: Fentanyl 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00204    object:CLARITHROMYCIN precipitant: Dofetilide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01151-http://bio2rdf.org/drugbank:DB01104    object:Desipramine precipitant: SERTRALINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01104-http://bio2rdf.org/drugbank:DB00726    object:Trimipramine precipitant: SERTRALINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB05521    object:Telaprevir precipitant: MIDAZOLAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB01100    object:Verapamil precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB01118    object:AMIODARONE precipitant: Voriconazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00496-http://bio2rdf.org/drugbank:DB01151    object:Desipramine precipitant: Darifenacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00808-http://bio2rdf.org/drugbank:DB01356    object:LITHIUM precipitant: Indapamide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Erlotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
