id	affectingdrug	affectingatc	affecteddrug	affectedatc	effect	significance	evidence	comment
460	METOPRALOL	C07AB02	LIDOCAINE	S01HA07	A	2	F	
461	METOPRALOL	C07AB02	LIDOCAINE	S02DA01	A	2	F	
462	METOPRALOL	C07AB52	LIDOCAINE	C01BB01	A	2	F	
463	METOPRALOL	C07AB52	LIDOCAINE	C05AD01	A	2	F	
464	METOPRALOL	C07AB52	LIDOCAINE	D04AB01	A	2	F	
465	METOPRALOL	C07AB52	LIDOCAINE	N01BB02	A	2	F	
466	METOPRALOL	C07AB52	LIDOCAINE	R02AD02	A	2	F	
467	METOPRALOL	C07AB52	LIDOCAINE	S01HA07	A	2	F	
468	METOPRALOL	C07AB52	LIDOCAINE	S02DA01	A	2	F	
469	METOPRALOL	C07BB02	LIDOCAINE	C01BB01	A	2	F	
470	METOPRALOL	C07BB02	LIDOCAINE	C05AD01	A	2	F	
471	METOPRALOL	C07BB02	LIDOCAINE	D04AB01	A	2	F	
472	METOPRALOL	C07BB02	LIDOCAINE	N01BB02	A	2	F	
473	METOPRALOL	C07BB02	LIDOCAINE	R02AD02	A	2	F	
474	METOPRALOL	C07BB02	LIDOCAINE	S01HA07	A	2	F	
475	METOPRALOL	C07BB02	LIDOCAINE	S02DA01	A	2	F	
476	METOPRALOL	C07BB52	LIDOCAINE	C01BB01	A	2	F	
477	METOPRALOL	C07BB52	LIDOCAINE	C05AD01	A	2	F	
478	METOPRALOL	C07BB52	LIDOCAINE	D04AB01	A	2	F	
479	METOPRALOL	C07BB52	LIDOCAINE	N01BB02	A	2	F	
480	METOPRALOL	C07BB52	LIDOCAINE	R02AD02	A	2	F	
481	METOPRALOL	C07BB52	LIDOCAINE	S01HA07	A	2	F	
482	METOPRALOL	C07BB52	LIDOCAINE	S02DA01	A	2	F	
483	METOPRALOL	C07CB02	LIDOCAINE	C01BB01	A	2	F	
484	METOPRALOL	C07CB02	LIDOCAINE	C05AD01	A	2	F	
485	METOPRALOL	C07CB02	LIDOCAINE	D04AB01	A	2	F	
486	METOPRALOL	C07CB02	LIDOCAINE	N01BB02	A	2	F	
487	METOPRALOL	C07CB02	LIDOCAINE	R02AD02	A	2	F	
488	METOPRALOL	C07CB02	LIDOCAINE	S01HA07	A	2	F	
489	METOPRALOL	C07CB02	LIDOCAINE	S02DA01	A	2	F	
490	METOPRALOL	C07FB02	LIDOCAINE	C01BB01	A	2	F	
491	METOPRALOL	C07FB02	LIDOCAINE	C05AD01	A	2	F	
492	METOPRALOL	C07FB02	LIDOCAINE	D04AB01	A	2	F	
493	METOPRALOL	C07FB02	LIDOCAINE	N01BB02	A	2	F	
494	METOPRALOL	C07FB02	LIDOCAINE	R02AD02	A	2	F	
495	METOPRALOL	C07FB02	LIDOCAINE	S01HA07	A	2	F	
496	METOPRALOL	C07FB02	LIDOCAINE	S02DA01	A	2	F	
497	METOPRALOL	C07AB02	LITHIUM	N05AN	A	1	 	
498	METOPRALOL	C07AB02	LITHIUM	N05AN01	A	1	 	
499	METOPRALOL	C07AB52	LITHIUM	N05AN	A	1	 	
500	METOPRALOL	C07AB52	LITHIUM	N05AN01	A	1	 	
501	METOPRALOL	C07BB02	LITHIUM	N05AN	A	1	 	
502	METOPRALOL	C07BB02	LITHIUM	N05AN01	A	1	 	
503	METOPRALOL	C07BB52	LITHIUM	N05AN	A	1	 	
504	METOPRALOL	C07BB52	LITHIUM	N05AN01	A	1	 	
505	METOPRALOL	C07CB02	LITHIUM	N05AN	A	1	 	
506	METOPRALOL	C07CB02	LITHIUM	N05AN01	A	1	 	
507	METOPRALOL	C07FB02	LITHIUM	N05AN	A	1	 	
508	METOPRALOL	C07FB02	LITHIUM	N05AN01	A	1	 	
509	METOPRALOL	C07AB02	LORAZEPAM	N05BA06	N	 	P	
510	METOPRALOL	C07AB52	LORAZEPAM	N05BA06	N	 	P	
511	METOPRALOL	C07BB02	LORAZEPAM	N05BA06	N	 	P	
512	METOPRALOL	C07BB52	LORAZEPAM	N05BA06	N	 	P	
513	METOPRALOL	C07CB02	LORAZEPAM	N05BA06	N	 	P	
514	METOPRALOL	C07FB02	LORAZEPAM	N05BA06	N	 	P	
521	METOPRALOL	C07AB02	LOVASTATIN	C10AA02	I	1	 	
522	METOPRALOL	C07AB52	LOVASTATIN	C10AA02	I	1	 	
523	METOPRALOL	C07BB02	LOVASTATIN	C10AA02	I	1	 	
524	METOPRALOL	C07BB52	LOVASTATIN	C10AA02	I	1	 	
525	METOPRALOL	C07CB02	LOVASTATIN	C10AA02	I	1	 	
526	METOPRALOL	C07FB02	LOVASTATIN	C10AA02	I	1	 	
527	METOPRALOL	C07AB02	METOCLOPRAMIDE	A03FA01	N	 	P	
528	METOPRALOL	C07AB52	METOCLOPRAMIDE	A03FA01	N	 	P	
529	METOPRALOL	C07BB02	METOCLOPRAMIDE	A03FA01	N	 	P	
530	METOPRALOL	C07BB52	METOCLOPRAMIDE	A03FA01	N	 	P	
531	METOPRALOL	C07CB02	METOCLOPRAMIDE	A03FA01	N	 	P	
532	METOPRALOL	C07FB02	METOCLOPRAMIDE	A03FA01	N	 	P	
539	METOPRALOL	C07AB02	NIFEDIPINE	C08CA05	A	2	F	
540	METOPRALOL	C07AB52	NIFEDIPINE	C08CA05	A	2	F	
541	METOPRALOL	C07BB02	NIFEDIPINE	C08CA05	A	2	F	
542	METOPRALOL	C07BB52	NIFEDIPINE	C08CA05	A	2	F	
543	METOPRALOL	C07CB02	NIFEDIPINE	C08CA05	A	2	F	
544	METOPRALOL	C07FB02	NIFEDIPINE	C08CA05	A	2	F	
545	METOPRALOL	C07AB02	OXAZEPAM	N05BA04	A	1	P	
546	METOPRALOL	C07AB52	OXAZEPAM	N05BA04	A	1	P	
547	METOPRALOL	C07BB02	OXAZEPAM	N05BA04	A	1	P	
548	METOPRALOL	C07BB52	OXAZEPAM	N05BA04	A	1	P	
549	METOPRALOL	C07CB02	OXAZEPAM	N05BA04	A	1	P	
550	METOPRALOL	C07FB02	OXAZEPAM	N05BA04	A	1	P	
551	METOPRALOL	C07AB02	RANITIDINE	A02BA02	N	 	P	
552	METOPRALOL	C07AB52	RANITIDINE	A02BA02	N	 	P	
553	METOPRALOL	C07BB02	RANITIDINE	A02BA02	N	 	P	
554	METOPRALOL	C07BB52	RANITIDINE	A02BA02	N	 	P	
555	METOPRALOL	C07CB02	RANITIDINE	A02BA02	N	 	P	
556	METOPRALOL	C07FB02	RANITIDINE	A02BA02	N	 	P	
563	METOPRALOL	C07AB02	SALBUTAMOL	R03AC02	I	2	P	
564	METOPRALOL	C07AB02	SALBUTAMOL	R03CC02	I	2	P	
565	METOPRALOL	C07AB52	SALBUTAMOL	R03AC02	I	2	P	
566	METOPRALOL	C07AB52	SALBUTAMOL	R03CC02	I	2	P	
567	METOPRALOL	C07BB02	SALBUTAMOL	R03AC02	I	2	P	
568	METOPRALOL	C07BB02	SALBUTAMOL	R03CC02	I	2	P	
569	METOPRALOL	C07BB52	SALBUTAMOL	R03AC02	I	2	P	
570	METOPRALOL	C07BB52	SALBUTAMOL	R03CC02	I	2	P	
571	METOPRALOL	C07CB02	SALBUTAMOL	R03AC02	I	2	P	
572	METOPRALOL	C07CB02	SALBUTAMOL	R03CC02	I	2	P	
573	METOPRALOL	C07FB02	SALBUTAMOL	R03AC02	I	2	P	
574	METOPRALOL	C07FB02	SALBUTAMOL	R03CC02	I	2	P	
575	METOPRALOL	C07AB02	SALICYLATES	J04AA01	A	1	 	
576	METOPRALOL	C07AB02	SALICYLATES	J04AA02	A	1	 	
577	METOPRALOL	C07AB02	SALICYLATES	J04AA03	A	1	 	
578	METOPRALOL	C07AB02	SALICYLATES	N02BA	A	1	 	
579	METOPRALOL	C07AB02	SALICYLATES	M02AC	A	1	 	
580	METOPRALOL	C07AB02	SALICYLATES	N02BA01	A	1	 	
581	METOPRALOL	C07AB02	SALICYLATES	N02BA03	A	1	 	
582	METOPRALOL	C07AB02	SALICYLATES	N02BA04	A	1	 	
583	METOPRALOL	C07AB02	SALICYLATES	N02BA08	A	1	 	
584	METOPRALOL	C07AB02	SALICYLATES	N02BA12	A	1	 	
585	METOPRALOL	C07AB02	SALICYLATES	N02BA16	A	1	 	
586	METOPRALOL	C07AB02	SALICYLATES	N02BA51	A	1	 	
587	METOPRALOL	C07AB02	SALICYLATES	N02BA71	A	1	 	
588	METOPRALOL	C07AB02	SALICYLATES	P02DA	A	1	 	
589	METOPRALOL	C07AB02	SALICYLATES	S01BC08	A	1	 	
590	METOPRALOL	C07AB52	SALICYLATES	J04AA01	A	1	 	
591	METOPRALOL	C07AB52	SALICYLATES	J04AA02	A	1	 	
592	METOPRALOL	C07AB52	SALICYLATES	J04AA03	A	1	 	
593	METOPRALOL	C07AB52	SALICYLATES	N02BA	A	1	 	
594	METOPRALOL	C07AB52	SALICYLATES	M02AC	A	1	 	
595	METOPRALOL	C07AB52	SALICYLATES	N02BA01	A	1	 	
596	METOPRALOL	C07AB52	SALICYLATES	N02BA03	A	1	 	
597	METOPRALOL	C07AB52	SALICYLATES	N02BA04	A	1	 	
598	METOPRALOL	C07AB52	SALICYLATES	N02BA08	A	1	 	
599	METOPRALOL	C07AB52	SALICYLATES	N02BA12	A	1	 	
600	METOPRALOL	C07AB52	SALICYLATES	N02BA16	A	1	 	
601	METOPRALOL	C07AB52	SALICYLATES	N02BA51	A	1	 	
602	METOPRALOL	C07AB52	SALICYLATES	N02BA71	A	1	 	
603	METOPRALOL	C07AB52	SALICYLATES	P02DA	A	1	 	
604	METOPRALOL	C07AB52	SALICYLATES	S01BC08	A	1	 	
605	METOPRALOL	C07BB02	SALICYLATES	J04AA01	A	1	 	
606	METOPRALOL	C07BB02	SALICYLATES	J04AA02	A	1	 	
607	METOPRALOL	C07BB02	SALICYLATES	J04AA03	A	1	 	
608	METOPRALOL	C07BB02	SALICYLATES	N02BA	A	1	 	
609	METOPRALOL	C07BB02	SALICYLATES	M02AC	A	1	 	
610	METOPRALOL	C07BB02	SALICYLATES	N02BA01	A	1	 	
611	METOPRALOL	C07BB02	SALICYLATES	N02BA03	A	1	 	
612	METOPRALOL	C07BB02	SALICYLATES	N02BA04	A	1	 	
613	METOPRALOL	C07BB02	SALICYLATES	N02BA08	A	1	 	
614	METOPRALOL	C07BB02	SALICYLATES	N02BA12	A	1	 	
615	METOPRALOL	C07BB02	SALICYLATES	N02BA16	A	1	 	
616	METOPRALOL	C07BB02	SALICYLATES	N02BA51	A	1	 	
617	METOPRALOL	C07BB02	SALICYLATES	N02BA71	A	1	 	
618	METOPRALOL	C07BB02	SALICYLATES	P02DA	A	1	 	
619	METOPRALOL	C07BB02	SALICYLATES	S01BC08	A	1	 	
620	METOPRALOL	C07BB52	SALICYLATES	J04AA01	A	1	 	
621	METOPRALOL	C07BB52	SALICYLATES	J04AA02	A	1	 	
622	METOPRALOL	C07BB52	SALICYLATES	J04AA03	A	1	 	
623	METOPRALOL	C07BB52	SALICYLATES	N02BA	A	1	 	
624	METOPRALOL	C07BB52	SALICYLATES	M02AC	A	1	 	
625	METOPRALOL	C07BB52	SALICYLATES	N02BA01	A	1	 	
626	METOPRALOL	C07BB52	SALICYLATES	N02BA03	A	1	 	
627	METOPRALOL	C07BB52	SALICYLATES	N02BA04	A	1	 	
628	METOPRALOL	C07BB52	SALICYLATES	N02BA08	A	1	 	
629	METOPRALOL	C07BB52	SALICYLATES	N02BA12	A	1	 	
630	METOPRALOL	C07BB52	SALICYLATES	N02BA16	A	1	 	
631	METOPRALOL	C07BB52	SALICYLATES	N02BA51	A	1	 	
632	METOPRALOL	C07BB52	SALICYLATES	N02BA71	A	1	 	
633	METOPRALOL	C07BB52	SALICYLATES	P02DA	A	1	 	
634	METOPRALOL	C07BB52	SALICYLATES	S01BC08	A	1	 	
635	METOPRALOL	C07CB02	SALICYLATES	J04AA01	A	1	 	
636	METOPRALOL	C07CB02	SALICYLATES	J04AA02	A	1	 	
637	METOPRALOL	C07CB02	SALICYLATES	J04AA03	A	1	 	
638	METOPRALOL	C07CB02	SALICYLATES	N02BA	A	1	 	
639	METOPRALOL	C07CB02	SALICYLATES	M02AC	A	1	 	
640	METOPRALOL	C07CB02	SALICYLATES	N02BA01	A	1	 	
641	METOPRALOL	C07CB02	SALICYLATES	N02BA03	A	1	 	
642	METOPRALOL	C07CB02	SALICYLATES	N02BA04	A	1	 	
643	METOPRALOL	C07CB02	SALICYLATES	N02BA08	A	1	 	
644	METOPRALOL	C07CB02	SALICYLATES	N02BA12	A	1	 	
645	METOPRALOL	C07CB02	SALICYLATES	N02BA16	A	1	 	
646	METOPRALOL	C07CB02	SALICYLATES	N02BA51	A	1	 	
647	METOPRALOL	C07CB02	SALICYLATES	N02BA71	A	1	 	
648	METOPRALOL	C07CB02	SALICYLATES	P02DA	A	1	 	
649	METOPRALOL	C07CB02	SALICYLATES	S01BC08	A	1	 	
650	METOPRALOL	C07FB02	SALICYLATES	J04AA01	A	1	 	
651	METOPRALOL	C07FB02	SALICYLATES	J04AA02	A	1	 	
652	METOPRALOL	C07FB02	SALICYLATES	J04AA03	A	1	 	
653	METOPRALOL	C07FB02	SALICYLATES	N02BA	A	1	 	
654	METOPRALOL	C07FB02	SALICYLATES	M02AC	A	1	 	
655	METOPRALOL	C07FB02	SALICYLATES	N02BA01	A	1	 	
656	METOPRALOL	C07FB02	SALICYLATES	N02BA03	A	1	 	
657	METOPRALOL	C07FB02	SALICYLATES	N02BA04	A	1	 	
658	METOPRALOL	C07FB02	SALICYLATES	N02BA08	A	1	 	
659	METOPRALOL	C07FB02	SALICYLATES	N02BA12	A	1	 	
660	METOPRALOL	C07FB02	SALICYLATES	N02BA16	A	1	 	
661	METOPRALOL	C07FB02	SALICYLATES	N02BA51	A	1	 	
662	METOPRALOL	C07FB02	SALICYLATES	N02BA71	A	1	 	
663	METOPRALOL	C07FB02	SALICYLATES	P02DA	A	1	 	
664	METOPRALOL	C07FB02	SALICYLATES	S01BC08	A	1	 	
665	METOPRALOL	C07AB02	ASPIRIN	A01AD05	A	1	 	
666	METOPRALOL	C07AB02	ASPIRIN	B01AC06	A	1	 	
670	METOPRALOL	C07AB02	ASPIRIN	M01BA03	A	1	 	
671	METOPRALOL	C07AB52	ASPIRIN	A01AD05	A	1	 	
672	METOPRALOL	C07AB52	ASPIRIN	B01AC06	A	1	 	
676	METOPRALOL	C07AB52	ASPIRIN	M01BA03	A	1	 	
677	METOPRALOL	C07BB02	ASPIRIN	A01AD05	A	1	 	
678	METOPRALOL	C07BB02	ASPIRIN	B01AC06	A	1	 	
682	METOPRALOL	C07BB02	ASPIRIN	M01BA03	A	1	 	
683	METOPRALOL	C07BB52	ASPIRIN	A01AD05	A	1	 	
684	METOPRALOL	C07BB52	ASPIRIN	B01AC06	A	1	 	
688	METOPRALOL	C07BB52	ASPIRIN	M01BA03	A	1	 	
689	METOPRALOL	C07CB02	ASPIRIN	A01AD05	A	1	 	
690	METOPRALOL	C07CB02	ASPIRIN	B01AC06	A	1	 	
694	METOPRALOL	C07CB02	ASPIRIN	M01BA03	A	1	 	
695	METOPRALOL	C07FB02	ASPIRIN	A01AD05	A	1	 	
696	METOPRALOL	C07FB02	ASPIRIN	B01AC06	A	1	 	
700	METOPRALOL	C07FB02	ASPIRIN	M01BA03	A	1	 	
701	METOPRALOL	C07AB02	THEOPHYLLINE	R03DA04	I	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
702	METOPRALOL	C07AB52	THEOPHYLLINE	R03DA04	I	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
703	METOPRALOL	C07BB02	THEOPHYLLINE	R03DA04	I	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
704	METOPRALOL	C07BB52	THEOPHYLLINE	R03DA04	I	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
705	METOPRALOL	C07CB02	THEOPHYLLINE	R03DA04	I	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
706	METOPRALOL	C07FB02	THEOPHYLLINE	R03DA04	I	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
707	METOPRALOL	C07AB02	THEOPHYLLINE	R03DA04	A	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
708	METOPRALOL	C07AB52	THEOPHYLLINE	R03DA04	A	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
709	METOPRALOL	C07BB02	THEOPHYLLINE	R03DA04	A	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
710	METOPRALOL	C07BB52	THEOPHYLLINE	R03DA04	A	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
711	METOPRALOL	C07CB02	THEOPHYLLINE	R03DA04	A	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
712	METOPRALOL	C07FB02	THEOPHYLLINE	R03DA04	A	2	F	Beta blockers may antagonize bronchodilation. Propranolol may increase theophylline serum levels
713	METOPRALOL	C07AB02	THIAZIDES	C03AA	A	1	P	May increase serum glucose in Type 2 Diabetics
714	METOPRALOL	C07AB52	THIAZIDES	C03AA	A	1	P	May increase serum glucose in Type 2 Diabetics
715	METOPRALOL	C07BB02	THIAZIDES	C03AA	A	1	P	May increase serum glucose in Type 2 Diabetics
716	METOPRALOL	C07BB52	THIAZIDES	C03AA	A	1	P	May increase serum glucose in Type 2 Diabetics
717	METOPRALOL	C07CB02	THIAZIDES	C03AA	A	1	P	May increase serum glucose in Type 2 Diabetics
718	METOPRALOL	C07FB02	THIAZIDES	C03AA	A	1	P	May increase serum glucose in Type 2 Diabetics
719	METOPRALOL	C07AB02	CHLORTHALIDONE	C03BA04	A	1	P	
720	METOPRALOL	C07AB02	CHLORTHALIDONE	C03BB04	A	1	P	
721	METOPRALOL	C07AB52	CHLORTHALIDONE	C03BA04	A	1	P	
722	METOPRALOL	C07AB52	CHLORTHALIDONE	C03BB04	A	1	P	
723	METOPRALOL	C07BB02	CHLORTHALIDONE	C03BA04	A	1	P	
724	METOPRALOL	C07BB02	CHLORTHALIDONE	C03BB04	A	1	P	
725	METOPRALOL	C07BB52	CHLORTHALIDONE	C03BA04	A	1	P	
726	METOPRALOL	C07BB52	CHLORTHALIDONE	C03BB04	A	1	P	
727	METOPRALOL	C07CB02	CHLORTHALIDONE	C03BA04	A	1	P	
728	METOPRALOL	C07CB02	CHLORTHALIDONE	C03BB04	A	1	P	
729	METOPRALOL	C07FB02	CHLORTHALIDONE	C03BA04	A	1	P	
730	METOPRALOL	C07FB02	CHLORTHALIDONE	C03BB04	A	1	P	
731	METOPRALOL	C07AB02	HYDROCHLOROTHIAZIDE	C03AA03	A	1	P	
732	METOPRALOL	C07AB52	HYDROCHLOROTHIAZIDE	C03AA03	A	1	P	
733	METOPRALOL	C07BB02	HYDROCHLOROTHIAZIDE	C03AA03	A	1	P	
734	METOPRALOL	C07BB52	HYDROCHLOROTHIAZIDE	C03AA03	A	1	P	
735	METOPRALOL	C07CB02	HYDROCHLOROTHIAZIDE	C03AA03	A	1	P	
736	METOPRALOL	C07FB02	HYDROCHLOROTHIAZIDE	C03AA03	A	1	P	
737	METOPRALOL	C07AB02	THYROXINE	H03AA01	I	1	P	
738	METOPRALOL	C07AB02	THYROXINE	C10AX01	I	1	P	
739	METOPRALOL	C07AB02	THYROXINE	H03AA03	I	1	P	
740	METOPRALOL	C07AB52	THYROXINE	H03AA01	I	1	P	
741	METOPRALOL	C07AB52	THYROXINE	C10AX01	I	1	P	
742	METOPRALOL	C07AB52	THYROXINE	H03AA03	I	1	P	
743	METOPRALOL	C07BB02	THYROXINE	H03AA01	I	1	P	
744	METOPRALOL	C07BB02	THYROXINE	C10AX01	I	1	P	
745	METOPRALOL	C07BB02	THYROXINE	H03AA03	I	1	P	
746	METOPRALOL	C07BB52	THYROXINE	H03AA01	I	1	P	
747	METOPRALOL	C07BB52	THYROXINE	C10AX01	I	1	P	
748	METOPRALOL	C07BB52	THYROXINE	H03AA03	I	1	P	
749	METOPRALOL	C07CB02	THYROXINE	H03AA01	I	1	P	
750	METOPRALOL	C07CB02	THYROXINE	C10AX01	I	1	P	
751	METOPRALOL	C07CB02	THYROXINE	H03AA03	I	1	P	
752	METOPRALOL	C07FB02	THYROXINE	H03AA01	I	1	P	
753	METOPRALOL	C07FB02	THYROXINE	C10AX01	I	1	P	
754	METOPRALOL	C07FB02	THYROXINE	H03AA03	I	1	P	
755	METOPRALOL	C07AB02	TRICYCLIC ANTIDEPRESSANTS	N06AA09	I	1	P	
756	METOPRALOL	C07AB02	TRICYCLIC ANTIDEPRESSANTS	N06AA01	I	1	P	
757	METOPRALOL	C07AB02	TRICYCLIC ANTIDEPRESSANTS	N06AA02	I	1	P	
758	METOPRALOL	C07AB02	TRICYCLIC ANTIDEPRESSANTS	N06AA10	I	1	P	
759	METOPRALOL	C07AB52	TRICYCLIC ANTIDEPRESSANTS	N06AA09	I	1	P	
760	METOPRALOL	C07AB52	TRICYCLIC ANTIDEPRESSANTS	N06AA01	I	1	P	
761	METOPRALOL	C07AB52	TRICYCLIC ANTIDEPRESSANTS	N06AA02	I	1	P	
762	METOPRALOL	C07AB52	TRICYCLIC ANTIDEPRESSANTS	N06AA10	I	1	P	
763	METOPRALOL	C07BB02	TRICYCLIC ANTIDEPRESSANTS	N06AA09	I	1	P	
764	METOPRALOL	C07BB02	TRICYCLIC ANTIDEPRESSANTS	N06AA01	I	1	P	
765	METOPRALOL	C07BB02	TRICYCLIC ANTIDEPRESSANTS	N06AA02	I	1	P	
766	METOPRALOL	C07BB02	TRICYCLIC ANTIDEPRESSANTS	N06AA10	I	1	P	
767	METOPRALOL	C07BB52	TRICYCLIC ANTIDEPRESSANTS	N06AA09	I	1	P	
768	METOPRALOL	C07BB52	TRICYCLIC ANTIDEPRESSANTS	N06AA01	I	1	P	
769	METOPRALOL	C07BB52	TRICYCLIC ANTIDEPRESSANTS	N06AA02	I	1	P	
770	METOPRALOL	C07BB52	TRICYCLIC ANTIDEPRESSANTS	N06AA10	I	1	P	
771	METOPRALOL	C07CB02	TRICYCLIC ANTIDEPRESSANTS	N06AA09	I	1	P	
772	METOPRALOL	C07CB02	TRICYCLIC ANTIDEPRESSANTS	N06AA01	I	1	P	
773	METOPRALOL	C07CB02	TRICYCLIC ANTIDEPRESSANTS	N06AA02	I	1	P	
774	METOPRALOL	C07CB02	TRICYCLIC ANTIDEPRESSANTS	N06AA10	I	1	P	
775	METOPRALOL	C07FB02	TRICYCLIC ANTIDEPRESSANTS	N06AA09	I	1	P	
776	METOPRALOL	C07FB02	TRICYCLIC ANTIDEPRESSANTS	N06AA01	I	1	P	
777	METOPRALOL	C07FB02	TRICYCLIC ANTIDEPRESSANTS	N06AA02	I	1	P	
778	METOPRALOL	C07FB02	TRICYCLIC ANTIDEPRESSANTS	N06AA10	I	1	P	
803	METOPRALOL	C07AB02	VERAPAMIL	C08DA01	A	2	G	Augments coronary vasoconstriction
804	METOPRALOL	C07AB52	VERAPAMIL	C08DA01	A	2	G	Augments coronary vasoconstriction
805	METOPRALOL	C07BB02	VERAPAMIL	C08DA01	A	2	G	Augments coronary vasoconstriction
806	METOPRALOL	C07BB52	VERAPAMIL	C08DA01	A	2	G	Augments coronary vasoconstriction
807	METOPRALOL	C07CB02	VERAPAMIL	C08DA01	A	2	G	Augments coronary vasoconstriction
808	METOPRALOL	C07FB02	VERAPAMIL	C08DA01	A	2	G	Augments coronary vasoconstriction
809	METOPRALOL	C07AB02	WARFARIN	B01AA03	A	1	 	
810	METOPRALOL	C07AB52	WARFARIN	B01AA03	A	1	 	
811	METOPRALOL	C07BB02	WARFARIN	B01AA03	A	1	 	
812	METOPRALOL	C07BB52	WARFARIN	B01AA03	A	1	 	
813	METOPRALOL	C07CB02	WARFARIN	B01AA03	A	1	 	
814	METOPRALOL	C07FB02	WARFARIN	B01AA03	A	1	 	
815	ATENOLOL	C07AB03	ACETAMINOPHEN	N02BE01	A	1	 	
816	ATENOLOL	C07AB03	ALLOPURINOL	M04AA01	N	 	P	
818	ATENOLOL	C07AB03	BENZODIAZEPINE, LONG ACTING	N05BA01	A	1	P	
819	ATENOLOL	C07AB03	BENZODIAZEPINE, LONG ACTING	N05BA12	A	1	P	
820	ATENOLOL	C07AB03	BENZODIAZEPINE, LONG ACTING	N05CD01	A	1	P	
822	ATENOLOL	C07AB03	CAPTOPRIL	C09AA01	N	 	F	
824	ATENOLOL	C07AB03	CHOLESTYRAMINE	C10AC01	N	 	P	
826	ATENOLOL	C07AB03	DILTIAZEM	C08DB01	A	2	F	
827	ATENOLOL	C07AB03	CALCIUM CHANNEL BLOCKERS	C08	A	2	F	
828	ATENOLOL	C07AB03	ENALAPRIL	C09AA02	N	 	F	
830	ATENOLOL	C07AB03	ETHANOL	D08AX08	N	 	P	
831	ATENOLOL	C07AB03	ETHANOL	V03AB16	N	 	P	
832	ATENOLOL	C07AB03	ETHANOL	V03AZ01	N	 	P	
840	ATENOLOL	C07AB03	GLYBURIDE	A10BB01	A	2	F	Delays recovery from hypoglycemia; may mask hypoglycemic symptoms
841	ATENOLOL	C07AB03	INSULIN	A10A	A	2	G	Delays recovery from hypoglycemia; may mask hypoglycemic symptoms
842	ATENOLOL	C07AB03	LEVODOPA	N04BA01	A	1	P	Potentiate anti-tremor effect; inhibit inotropic effect
843	ATENOLOL	C07AB03	LEVODOPA	N04BA01	I	1	P	Potentiate anti-tremor effect; inhibit inotropic effect
844	ATENOLOL	C07AB03	LIDOCAINE	C01BB01	A	2	F	
845	ATENOLOL	C07AB03	LIDOCAINE	C05AD01	A	2	F	
846	ATENOLOL	C07AB03	LIDOCAINE	D04AB01	A	2	F	
847	ATENOLOL	C07AB03	LIDOCAINE	N01BB02	A	2	F	
848	ATENOLOL	C07AB03	LIDOCAINE	R02AD02	A	2	F	
849	ATENOLOL	C07AB03	LIDOCAINE	S01HA07	A	2	F	
850	ATENOLOL	C07AB03	LIDOCAINE	S02DA01	A	2	F	
851	ATENOLOL	C07AB03	LITHIUM	N05AN	A	1	 	
852	ATENOLOL	C07AB03	LITHIUM	N05AN01	A	1	 	
853	ATENOLOL	C07AB03	LORAZEPAM	N05BA06	N	 	P	
855	ATENOLOL	C07AB03	LOVASTATIN	C10AA02	I	1	 	
856	ATENOLOL	C07AB03	METOCLOPRAMIDE	A03FA01	N	 	P	
858	ATENOLOL	C07AB03	NIFEDIPINE	C08CA05	A	2	F	
859	ATENOLOL	C07AB03	OXAZEPAM	N05BA04	A	1	P	
860	ATENOLOL	C07AB03	RANITIDINE	A02BA02	N	 	P	
862	ATENOLOL	C07AB03	SALBUTAMOL	R03AC02	I	2	P	
863	ATENOLOL	C07AB03	SALBUTAMOL	R03CC02	I	2	P	
864	ATENOLOL	C07AB03	SALICYLATES	J04AA01	A	1	 	
865	ATENOLOL	C07AB03	SALICYLATES	J04AA02	A	1	 	
866	ATENOLOL	C07AB03	SALICYLATES	J04AA03	A	1	 	
867	ATENOLOL	C07AB03	SALICYLATES	N02BA	A	1	 	
868	ATENOLOL	C07AB03	SALICYLATES	M02AC	A	1	 	
869	ATENOLOL	C07AB03	SALICYLATES	N02BA01	A	1	 	
870	ATENOLOL	C07AB03	SALICYLATES	N02BA03	A	1	 	
871	ATENOLOL	C07AB03	SALICYLATES	N02BA04	A	1	 	
872	ATENOLOL	C07AB03	SALICYLATES	N02BA08	A	1	 	
873	ATENOLOL	C07AB03	SALICYLATES	N02BA12	A	1	 	
874	ATENOLOL	C07AB03	SALICYLATES	N02BA16	A	1	 	
875	ATENOLOL	C07AB03	SALICYLATES	N02BA51	A	1	 	
