Drug 1 ATC Code	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 ATC Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
A12AA	CALCIUM	1428011						THIAZIDE DIURETICS AND RELATED	C03-003	ANSM	107-CALCIUM.html	Risk of hypercalcemia due to decrease of the urinary elimination of the calcium. 	Take into account	
A12AA	CALCIUM	1428011			L01XX11	ESTRAMUSTINE	4089			ANSM	107-CALCIUM.html	Decrease of the digestive absorption of the estramustine	Precaution for use	Take the calcium salts at a different time from the estramustine (more than 2 hours apart, if possible).
A12AA	CALCIUM	1428011			B03A	IRON	1431589			ANSM	107-CALCIUM.html	With the iron salts by oral route: decrease of the digestive absorption of the iron salts	Precaution for use	Take the iron salts at a different time from meals and in the absence of calcium.
A12AA	CALCIUM	1428011						THYROID HORMONES	H03AA	ANSM	107-CALCIUM.html	Decrease of the absorption of the thyroid hormones	Precaution for use	Take the calcium salts at a different time from the thyroid hormones (more than 2 hours apart, if possible).
A12AA	CALCIUM	1428011			V10BX01	STRONTIUM	81638			ANSM	107-CALCIUM.html	With the calcium salts administered by oral route: decrease of the digestive absorption of the strontium	Precaution for use	Take the strontium at a different time from the calcium salts (more than two hours apart, if possible).
A12AA	CALCIUM	1428011			M05BX03	STRONTIUM	81638			ANSM	107-CALCIUM.html	With the calcium salts administered by oral route: decrease of the digestive absorption of the strontium	Precaution for use	Take the strontium at a different time from the calcium salts (more than two hours apart, if possible).
A12AA	CALCIUM	1428011			A12CB	ZINC	1431163			ANSM	107-CALCIUM.html	Decrease of the digestive absorption of the zinc by the calcium 	Precaution for use	Take the calcium salts at a different time from the zinc (more than 2 hours apart, if possible).
A12AA	CALCIUM	1428011			A12CB01	ZINC	1431163			ANSM	107-CALCIUM.html	Decrease of the digestive absorption of the zinc by the calcium 	Precaution for use	Take the calcium salts at a different time from the zinc (more than 2 hours apart, if possible).
A12AA	CALCIUM	1428011			A12CB02	ZINC	1431163			ANSM	107-CALCIUM.html	Decrease of the digestive absorption of the zinc by the calcium 	Precaution for use	Take the calcium salts at a different time from the zinc (more than 2 hours apart, if possible).
A12AA	CALCIUM	1428011			A12CB03	ZINC	1431163			ANSM	107-CALCIUM.html	Decrease of the digestive absorption of the zinc by the calcium 	Precaution for use	Take the calcium salts at a different time from the zinc (more than 2 hours apart, if possible).
A12AA	CALCIUM	1428011			B05X	ZINC	1431163			ANSM	107-CALCIUM.html	Decrease of the digestive absorption of the zinc by the calcium 	Precaution for use	Take the calcium salts at a different time from the zinc (more than 2 hours apart, if possible).
A12AA	CALCIUM	1428011			B05XA	ZINC	1431163			ANSM	107-CALCIUM.html	Decrease of the digestive absorption of the zinc by the calcium 	Precaution for use	Take the calcium salts at a different time from the zinc (more than 2 hours apart, if possible).
A12AA	CALCIUM	1428011			B05XA12	ZINC	1431163			ANSM	107-CALCIUM.html	Decrease of the digestive absorption of the zinc by the calcium 	Precaution for use	Take the calcium salts at a different time from the zinc (more than 2 hours apart, if possible).
N03AF01	CARBAMAZEPINE	2002				GRAPEFRUIT JUICE				ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine, with risk of overdose, due to inhibition of its metabolism by the grapefruit juice	Not recommended	
N03AF01	CARBAMAZEPINE	2002			S01EC01	ACETAZOLAMIDE	167			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose.	Precaution for use	Clinical monitoring, and, if needed, testing of the plasma concentrations of carbamazepine and possible reduction of its dosage
N03AF01	CARBAMAZEPINE	2002			A02BA01	CIMETIDINE	2541			ANSM	108-CARBAMAZEPINE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: at the beginning of treatment, increase of the plasma concentrations of carbamazepine due to inhibition of its hepatic metabolism by the cimetidine 	Precaution for use	Clinical monitoring and possible reduction of the dosage of the carbamazepine, especially during the first days of treatment with the cimetidine 
N03AF01	CARBAMAZEPINE	2002			A02BA51	CIMETIDINE	2541			ANSM	108-CARBAMAZEPINE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: at the beginning of treatment, increase of the plasma concentrations of carbamazepine due to inhibition of its hepatic metabolism by the cimetidine 	Precaution for use	Clinical monitoring and possible reduction of the dosage of the carbamazepine, especially during the first days of treatment with the cimetidine 
N03AF01	CARBAMAZEPINE	2002			J01FA09	CLARITHROMYCIN	21212			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Precaution for use	Clinical monitoring and possible reduction of the dosage of the carbamazepine.
N03AF01	CARBAMAZEPINE	2002			A02BD06	CLARITHROMYCIN	21212			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Precaution for use	Clinical monitoring and possible reduction of the dosage of the carbamazepine.
N03AF01	CARBAMAZEPINE	2002			A02BD07	CLARITHROMYCIN	21212			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Precaution for use	Clinical monitoring and possible reduction of the dosage of the carbamazepine.
N03AF01	CARBAMAZEPINE	2002			A02BD05	CLARITHROMYCIN	21212			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Precaution for use	Clinical monitoring and possible reduction of the dosage of the carbamazepine.
N03AF01	CARBAMAZEPINE	2002			A02BD04	CLARITHROMYCIN	21212			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Precaution for use	Clinical monitoring and possible reduction of the dosage of the carbamazepine.
N03AF01	CARBAMAZEPINE	2002			N03AE01	CLONAZEPAM	2598			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of the active metabolite of the carbamazepine. In addition, decrease of the plasma concentrations of the clonazepam due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	Clinincal monitoring, plasma dosages, and possible adjustment of the dosages of the two anticonvulsants
N03AF01	CARBAMAZEPINE	2002			N05AH02	CLOZAPINE	2626			ANSM	108-CARBAMAZEPINE.html	Risk of increase of the serious hematological effects 	Not recommended	
N03AF01	CARBAMAZEPINE	2002			G03XA01	DANAZOL	3102			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine, with signs of overdose	Precaution for use	Clinical monitoring and possible reduction of the dosage of the carbamazepine.
N03AF01	CARBAMAZEPINE	2002			C01AA05	DIGOXIN 	3407			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine and decrease of the digoxinemia	Precaution for use	Exercise caution in the interpretation of the plasma concentrations.
N03AF01	CARBAMAZEPINE	2002						POTASSIUM LOWERING DIURETICS	C03	ANSM	108-CARBAMAZEPINE.html	Risk of symptomatic hyponatremia	Precaution for use	Clinical monitoring and laboratory tests. If possible, use another class of diuretics.
N03AF01	CARBAMAZEPINE	2002			D10AF02	ERYTHROMYCIN	4053			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Not recommended	It is possible to use other macrolides (except spiramycin) whose interference on the clinical level is currently considered minimal or nonexistent. However, in cases of Legionnaires' disease, erythromycin is still the antibiotic of choice; clinical monitoring with testing of plasma concentrations of carbamazepine is thus preferable in this specialized environment. 
N03AF01	CARBAMAZEPINE	2002			D10AF52	ERYTHROMYCIN	4053			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Not recommended	It is possible to use other macrolides (except spiramycin) whose interference on the clinical level is currently considered minimal or nonexistent. However, in cases of Legionnaires' disease, erythromycin is still the antibiotic of choice; clinical monitoring with testing of plasma concentrations of carbamazepine is thus preferable in this specialized environment. 
N03AF01	CARBAMAZEPINE	2002			J01FA01	ERYTHROMYCIN	4053			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Not recommended	It is possible to use other macrolides (except spiramycin) whose interference on the clinical level is currently considered minimal or nonexistent. However, in cases of Legionnaires' disease, erythromycin is still the antibiotic of choice; clinical monitoring with testing of plasma concentrations of carbamazepine is thus preferable in this specialized environment. 
N03AF01	CARBAMAZEPINE	2002			S01AA17	ERYTHROMYCIN	4053			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Not recommended	It is possible to use other macrolides (except spiramycin) whose interference on the clinical level is currently considered minimal or nonexistent. However, in cases of Legionnaires' disease, erythromycin is still the antibiotic of choice; clinical monitoring with testing of plasma concentrations of carbamazepine is thus preferable in this specialized environment. 
N03AF01	CARBAMAZEPINE	2002			N03AD01	ETHOSUXIMIDE	4135			ANSM	108-CARBAMAZEPINE.html	Decrease of the plasma concentrations of ethosuximide	Precaution for use	Clinical monitoring, plasma dosage of the ethosuximide and possible increase of its dosage.
N03AF01	CARBAMAZEPINE	2002			N03AD51	ETHOSUXIMIDE	4135			ANSM	108-CARBAMAZEPINE.html	Decrease of the plasma concentrations of ethosuximide	Precaution for use	Clinical monitoring, plasma dosage of the ethosuximide and possible increase of its dosage.
N03AF01	CARBAMAZEPINE	2002			N03AX10	FELBAMATE	24812			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of the active metabolite of the carbamazepine. In addition, decrease of the plasma concentrations of felbamate due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	Clinical monitoring, plasma dosages, and possible adjustment of the dosages of the two anticonvulsants.
N03AF01	CARBAMAZEPINE	2002			D01AC15	FLUCONAZOLE	4450			ANSM	108-CARBAMAZEPINE.html	For doses of fluconazole >=200 mg per day: possible increase of the undesirable effects of the carbamazepine	Precaution for use	Adjust the dosage of carbamazepine, during the antifungal treatmentand after it is stopped.
N03AF01	CARBAMAZEPINE	2002			J02AC01	FLUCONAZOLE	4450			ANSM	108-CARBAMAZEPINE.html	For doses of fluconazole >=200 mg per day: possible increase of the undesirable effects of the carbamazepine	Precaution for use	Adjust the dosage of carbamazepine, during the antifungal treatmentand after it is stopped.
N03AF01	CARBAMAZEPINE	2002			N06AB03	FLUOXETINE	4493			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose	Precaution for use	Clinical monitoring, testing of the plasma concentrations of carbamazepine, and possible reduction of the dosage of the carbamazepine during the treatment with the serotoninergic antidepressant and after it is stopped. 
N03AF01	CARBAMAZEPINE	2002			N06CA03	FLUOXETINE	4493			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose	Precaution for use	Clinical monitoring, testing of the plasma concentrations of carbamazepine, and possible reduction of the dosage of the carbamazepine during the treatment with the serotoninergic antidepressant and after it is stopped. 
N03AF01	CARBAMAZEPINE	2002			N06AB08	FLUVOXAMINE	42355			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose	Precaution for use	Clinical monitoring, testing of the plasma concentrations of carbamazepine, and possible reduction of the dosage of the carbamazepine during the treatment with the serotoninergic antidepressant and after it is stopped.
N03AF01	CARBAMAZEPINE	2002			N05AD01	HALOPERIDOL	5093			ANSM	108-CARBAMAZEPINE.html	Risk of decrease of the plasma concentrations of the haloperidol and of its therapeutic effectiveness, due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	Clinical monitoring and, if needed, adjustment of the dosage during the treatment with the carbamazepine and after it is stopped. 
N03AF01	CARBAMAZEPINE	2002			J04AM03	ISONIAZID	6038			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose due to inhibition of its hepatic metabolism	Not recommended	
N03AF01	CARBAMAZEPINE	2002			J04AC01	ISONIAZID	6038			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose due to inhibition of its hepatic metabolism	Not recommended	
N03AF01	CARBAMAZEPINE	2002			J04AC51	ISONIAZID	6038			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose due to inhibition of its hepatic metabolism	Not recommended	
N03AF01	CARBAMAZEPINE	2002			J04AM02	ISONIAZID	6038			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose due to inhibition of its hepatic metabolism	Not recommended	
N03AF01	CARBAMAZEPINE	2002			J04AM05	ISONIAZID	6038			ANSM	108-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose due to inhibition of its hepatic metabolism	Not recommended	
