1,Active ingredient,tenofovir ,DB00300,consensus set annotator team,Active ingredient,didanosine ,DB00900,consensus set annotator team,,Positive,117466,3364,Qualitative,Exposure to didanosine is increased ,consensus set annotator team
186,Active ingredient,cyclosporine ,DB00091,consensus set annotator team,Active ingredient,simvastatin ,DB00641,consensus set annotator team,,Positive,3008,36567,Qualitative,increase the AUC ,consensus set annotator team
186,Active ingredient,simvastatin ,DB00641,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,36567,3407,Quantitative,increase in the maximum mean levels of cardioactive digoxin (given as a single 0.4 mg dose on day 10) by approximately 0.3 ng/mL ,consensus set annotator team
186,Active ingredient,simvastatin ,DB00641,consensus set annotator team,Active ingredient,erythromycin ,DB00199,consensus set annotator team,,Negative,36567,4053,Qualitative,had no effect on the metabolism ,consensus set annotator team
186,Active ingredient,simvastatin ,DB00641,consensus set annotator team,Active ingredient,erythromycin ,DB00199,consensus set annotator team,,Negative,36567,4053,Quantitative,no effect on the metabolism ,consensus set annotator team
186,Active ingredient,simvastatin ,DB00641,consensus set annotator team,Active ingredient,midazolam ,DB00683,consensus set annotator team,,Negative,36567,6960,Quantitative,no effect on the metabolism ,consensus set annotator team
187,Active ingredient,atazanavir ,DB01072,consensus set annotator team,Active ingredient,azithromycin ,DB00207,consensus set annotator team,,Negative,343047,18631,Qualitative,clinically significant drug interactions are not expected ,consensus set annotator team
187,Active ingredient,atazanavir ,DB01072,consensus set annotator team,Active ingredient,dapsone ,DB00250,consensus set annotator team,,Negative,343047,3108,Qualitative,clinically significant drug interactions are not expected ,consensus set annotator team
187,Active ingredient,atazanavir ,DB01072,consensus set annotator team,Active ingredient,erythromycin ,DB00199,consensus set annotator team,,Negative,343047,4053,Qualitative,clinically significant drug interactions are not expected ,consensus set annotator team
187,Active ingredient,atazanavir ,DB01072,consensus set annotator team,Active ingredient,fluvastatin ,DB01095,consensus set annotator team,,Negative,343047,41127,Qualitative,clinically significant drug interactions are not expected ,consensus set annotator team
187,Active ingredient,atazanavir ,DB01072,consensus set annotator team,Active ingredient,pravastatin ,DB00175,consensus set annotator team,,Negative,343047,42463,Qualitative,clinically significant drug interactions are not expected ,consensus set annotator team
187,Active ingredient,atazanavir ,DB01072,consensus set annotator team,Active ingredient,sulfamethoxazole ,DB01015,consensus set annotator team,,Negative,343047,10180,Qualitative,clinically significant drug interactions are not expected ,consensus set annotator team
187,Active ingredient,atazanavir ,DB01072,consensus set annotator team,Active ingredient,trimethoprim ,DB00440,consensus set annotator team,,Negative,343047,10829,Qualitative,clinically significant drug interactions are not expected ,consensus set annotator team
187,Drug product,REYATAZ ,DB01072,consensus set annotator team,Active ingredient,acetaminophen ,DB00316,consensus set annotator team,,Negative,343047,161,Qualitative,no clinically significant drug interactions were observed ,consensus set annotator team
187,Drug product,REYATAZ ,DB01072,consensus set annotator team,Active ingredient,atenolol ,DB00335,consensus set annotator team,,Negative,343047,1202,Qualitative,no clinically significant drug interactions were observed ,consensus set annotator team
187,Drug product,REYATAZ ,DB01072,consensus set annotator team,Active ingredient,desipramine ,DB01151,consensus set annotator team,,Negative,343047,3247,Qualitative,does not interact ,consensus set annotator team
187,Drug product,REYATAZ ,DB01072,consensus set annotator team,Active ingredient,fluconazole ,DB00196,consensus set annotator team,,Negative,343047,4450,Qualitative,no clinically significant drug interactions were observed ,consensus set annotator team
187,Drug product,REYATAZ ,DB01072,consensus set annotator team,Active ingredient,methadone ,DB00333,consensus set annotator team,,Negative,343047,6813,Qualitative,no clinically significant drug interactions were observed ,consensus set annotator team
187,Drug product,REYATAZ ,DB01072,consensus set annotator team,Active ingredient,metoprolol ,DB00264,consensus set annotator team,,Negative,343047,6918,Qualitative,does not interact ,consensus set annotator team
187,Drug product,REYATAZ ,DB01072,consensus set annotator team,Active ingredient,nortriptyline ,DB00540,consensus set annotator team,,Negative,343047,7531,Qualitative,does not interact ,consensus set annotator team
187,Drug product,REYATAZ ,DB01072,consensus set annotator team,Active ingredient,paclitaxel ,DB01229,consensus set annotator team,,Positive,343047,56946,Qualitative,Caution should be used ,consensus set annotator team
187,Drug product,REYATAZ ,DB01072,consensus set annotator team,Active ingredient,repaglinide ,DB00912,consensus set annotator team,,Positive,343047,73044,Qualitative,Caution should be used ,consensus set annotator team
188,Active ingredient,atazanavir ,DB01072,consensus set annotator team,Active ingredient,atenolol ,DB00335,consensus set annotator team,,Negative,343047,1202,Qualitative,no substantial additive effect ,consensus set annotator team
188,Active ingredient,atazanavir ,DB01072,consensus set annotator team,Active ingredient,diltiazem ,DB00343,consensus set annotator team,,Positive,343047,3443,Quantitative,there was a 2-fold increase in the diltiazem plasma concentration and an additive effect on the PR interval ,consensus set annotator team
191,Active ingredient,fluvastatin ,DB01095,consensus set annotator team,Active ingredient,itraconazole ,DB01167,consensus set annotator team,,Negative,41127,28031,Qualitative,does not affect plasma itraconazole or fluvastatin levels ,consensus set annotator team
191,Active ingredient,itraconazole ,DB01167,consensus set annotator team,Active ingredient,fluvastatin ,DB01095,consensus set annotator team,,Negative,28031,41127,Qualitative,does not affect plasma itraconazole or fluvastatin levels ,consensus set annotator team
192,Active ingredient,Erythromycin ,DB00199,consensus set annotator team,Active ingredient,fluvastatin ,DB01095,consensus set annotator team,,Negative,4053,41127,Qualitative,did not affect steady-state plasma levels ,consensus set annotator team
194,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,2541,8754,Quantitative,20% increase in steady-state plasma concentrations ,consensus set annotator team
194,Active ingredient,desipramine ,DB01151,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,3247,8754,Qualitative,cause increased plasma levels ,consensus set annotator team
194,Active ingredient,erythromycin ,DB00199,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,4053,8754,Qualitative,cause increased plasma levels ,consensus set annotator team
194,Active ingredient,fluoxetine ,DB00472,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,4493,8754,Quantitative,increased the S propafenone Cmax and AUC by 39 and 50% and the R propafenone Cmax and AUC by 71 and 50% ,consensus set annotator team
194,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,6135,8754,Qualitative,cause increased plasma levels ,consensus set annotator team
194,Active ingredient,lidocaine ,DB00281,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Negative,6387,8754,Qualitative,No significant effects on the pharmacokinetics of propafenone or lidocaine have been seen ,consensus set annotator team
194,Active ingredient,metoprolol ,DB00264,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Negative,6918,8754,Qualitative,The pharmacokinetics of propafenone was not affected ,consensus set annotator team
194,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,32937,8754,Qualitative,cause increased plasma levels ,consensus set annotator team
194,Active ingredient,propafenone ,DB01182,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,8754,3407,Quantitative,increased steady-state serum digoxin exposure (AUC) in patients by 60 to 270% ,consensus set annotator team
194,Active ingredient,propafenone ,DB01182,consensus set annotator team,Active ingredient,lidocaine ,DB00281,consensus set annotator team,,Negative,8754,6387,Qualitative,No significant effects on the pharmacokinetics of propafenone or lidocaine have been seen ,consensus set annotator team
194,Active ingredient,propafenone ,DB01182,consensus set annotator team,Active ingredient,metoprolol ,DB00264,consensus set annotator team,,Positive,8754,6918,Quantitative,increased the metoprolol plasma concentrations at steady state by 100-400% ,consensus set annotator team
194,Active ingredient,propafenone ,DB01182,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Positive,8754,8787,Quantitative,increased propranolol plasma concentrations at steady state by 113% ,consensus set annotator team
194,Active ingredient,propafenone ,DB01182,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Positive,8754,11289,Quantitative,increased warfarin plasma concentrations at steady state by 39% ,consensus set annotator team
194,Active ingredient,propranolol ,DB00571,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Negative,8787,8754,Qualitative,The pharmacokinetics of propafenone was not affected ,consensus set annotator team
194,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,9068,8754,Quantitative,increased steady state concentrations of propafenone 3-fold ,consensus set annotator team
194,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,9068,8754,Quantitative,plasma concentrations increased by more that 2-fold for propafenone ,consensus set annotator team
194,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,9384,8754,Quantitative,a 50% decrease in propafenone plasma concentrations ,consensus set annotator team
194,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,9384,8754,Quantitative,Both the AUC and Cmax propafenone decreased by 84 ,consensus set annotator team
194,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,9384,8754,Quantitative,concentrations of norpropafenone increased by 30 ,consensus set annotator team
194,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,9384,8754,Quantitative,decrease in AUC and Cmax of 5OH-propafenone by 69 and 57% ,consensus set annotator team
194,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,9384,8754,Quantitative,decreased the plasma concentrations of propafenone by 67% ,consensus set annotator team
194,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,9384,8754,Quantitative,increased the AUC and Cmax of norpropafenone by 74 and 20 ,consensus set annotator team
194,Active ingredient,ritonavir ,DB00503,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,85762,8754,Qualitative,cause increased plasma levels ,consensus set annotator team
194,Active ingredient,saquinavir ,DB01232,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,83395,8754,Qualitative,cause increased plasma levels ,consensus set annotator team
194,Active ingredient,sertraline ,DB01104,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,36437,8754,Qualitative,cause increased plasma levels ,consensus set annotator team
197,Active ingredient,phenytoin ,DB00252,consensus set annotator team,Active ingredient,zidovudine ,DB00495,consensus set annotator team,,Positive,8183,11413,Quantitative,30% decrease in oral zidovudine clearance was observed ,consensus set annotator team
197,Active ingredient,ribavirin ,DB00811,consensus set annotator team,Active ingredient,lamivudine ,DB00709,consensus set annotator team,,Negative,9344,68244,Qualitative,no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed ,consensus set annotator team
197,Active ingredient,ribavirin ,DB00811,consensus set annotator team,Active ingredient,stavudine ,DB00649,consensus set annotator team,,Negative,9344,59763,Qualitative,no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed ,consensus set annotator team
197,Active ingredient,ribavirin ,DB00811,consensus set annotator team,Active ingredient,zidovudine ,DB00495,consensus set annotator team,,Negative,9344,11413,Qualitative,no pharmacokinetic (e.g., plasma concentrations or intracellular triphosphorylated active metabolite concentrations) or pharmacodynamic (e.g., loss of HIV-1/HCV virologic suppression) interaction was observed ,consensus set annotator team
197,Active ingredient,zidovudine ,DB00495,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Negative,11413,8183,Qualitative,no change in phenytoin kinetics ,consensus set annotator team
197,Active ingredient,zidovudine ,DB00495,consensus set annotator team,Active ingredient,Phenytoin ,DB00252,consensus set annotator team,,Positive,11413,8183,Qualitative,plasma levels have been reported to be low ,consensus set annotator team
198,Active ingredient,methadone ,DB00333,consensus set annotator team,Active ingredient,didanosine ,DB00900,consensus set annotator team,,Positive,6813,3364,Qualitative,decreased the AUC and peak levels ,consensus set annotator team
198,Active ingredient,methadone ,DB00333,consensus set annotator team,Active ingredient,stavudine ,DB00649,consensus set annotator team,,Positive,6813,59763,Qualitative,decreased the AUC and peak levels ,consensus set annotator team
199,Active ingredient,methadone ,DB00333,consensus set annotator team,Active ingredient,zidovudine ,DB00495,consensus set annotator team,,Positive,6813,11413,Qualitative,increased the area under the concentration-time curve (AUC) ,consensus set annotator team
200,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,methadone ,DB00333,consensus set annotator team,,Positive,9384,6813,Qualitative,reduction in serum methadone levels ,consensus set annotator team
201,Active ingredient,phenytoin ,DB00252,consensus set annotator team,Active ingredient,methadone ,DB00333,consensus set annotator team,,Positive,8183,6813,Quantitative,50% reduction in methadone exposure ,consensus set annotator team
202,Active ingredient,voriconazole ,DB00582,consensus set annotator team,Active ingredient,methadone ,DB00333,consensus set annotator team,,Positive,121243,6813,Quantitative,Cmax and AUC of (S)-methadone increased by 65% and 103% ,consensus set annotator team
203,Active ingredient,methadone ,DB00333,consensus set annotator team,Active ingredient,desipramine ,DB01151,consensus set annotator team,,Positive,6813,3247,Qualitative,Blood levels of desipramine have increased ,consensus set annotator team
207,Active ingredient,clopidogrel ,DB00758,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Negative,32968,11289,Qualitative,did not modify the pharmacokinetics ,consensus set annotator team
207,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Active ingredient,clopidogrel ,DB00758,consensus set annotator team,,Positive,7646,32968,Quantitative,exposure to the active metabolite of clopidogrel was decreased by 46% (Day 1) and 42% (Day 5 ,consensus set annotator team
207,Active ingredient,omeprazole ,DB00338,consensus set annotator team,Drug product,Plavix ,DB00758,consensus set annotator team,,Positive,7646,32968,Quantitative,exposure to the active metabolite of clopidogrel was decreased by 46% (Day 1) and 42% (Day 5 ,consensus set annotator team
