object_drugbank,object,precipitant_drugbank,precipitant
DB00158,Folic Acid,DB00849,Methylphenobarbital
DB00158,Folic Acid,DB00312,Pentobarbital
DB00158,Folic Acid,DB01174,Phenobarbital
DB00158,Folic Acid,DB00252,Phenytoin
DB00158,Folic Acid,DB00794,Primidone
DB00158,Folic Acid,DB01346,Quinidine barbiturate
DB00158,Folic Acid,DB00418,Secobarbital
DB00158,Folic Acid,DB00306,Talbutal
DB00162,Vitamin A,DB00459,Acitretin
DB00162,Vitamin A,DB00307,Bexarotene
DB00162,Vitamin A,DB00982,Isotretinoin
DB00162,Vitamin A,DB01083,Orlistat
DB00162,Vitamin A,DB00755,Tretinoin
DB00163,Vitamin E,DB00701,Amprenavir
DB00163,Vitamin E,DB01083,Orlistat
DB00169,Cholecalciferol,DB01436,Alfacalcidol
DB00169,Cholecalciferol,DB06723,Aluminum hydroxide
DB00169,Cholecalciferol,DB02300,Calcipotriol
DB00169,Cholecalciferol,DB00136,Calcitriol
DB00169,Cholecalciferol,DB01432,Cholestyramine
DB00169,Cholecalciferol,DB00930,Colesevelam
DB00169,Cholecalciferol,DB00375,Colestipol
DB00169,Cholecalciferol,DB06410,Doxercalciferol
DB00169,Cholecalciferol,DB00153,Ergocalciferol
DB00169,Cholecalciferol,DB01083,Orlistat
DB00169,Cholecalciferol,DB00910,Paricalcitol
DB00169,Cholecalciferol,DB00364,Sucralfate
DB00175,Pravastatin,DB01393,Bezafibrate
DB00175,Pravastatin,DB08873,Boceprevir 
DB00175,Pravastatin,DB01394,Colchicine
DB00175,Pravastatin,DB00930,Colesevelam
DB00175,Pravastatin,DB00091,Cyclosporine
DB00175,Pravastatin,DB01039,Fenofibrate
DB00175,Pravastatin,DB01241,Gemfibrozil
DB00175,Pravastatin,DB00912,Repaglinide
DB00175,Pravastatin,DB00932,Tipranavir
DB00176,Fluvoxamine,DB01418,Acenocoumarol
DB00176,Fluvoxamine,DB00918,Almotriptan
DB00176,Fluvoxamine,DB01223,Aminophylline
DB00176,Fluvoxamine,DB00321,Amitriptyline
DB00176,Fluvoxamine,DB00543,Amoxapine
DB00176,Fluvoxamine,DB00182,Amphetamine
DB00176,Fluvoxamine,DB01125,Anisindione
DB00176,Fluvoxamine,DB06216,Asenapine
DB00176,Fluvoxamine,DB00637,Astemizole
DB00176,Fluvoxamine,DB06769,Bendamustine
DB00176,Fluvoxamine,DB00865,Benzphetamine
DB00176,Fluvoxamine,DB00564,Carbamazepine
DB00176,Fluvoxamine,DB00395,Carisoprodol
DB00176,Fluvoxamine,DB01166,Cilostazol
DB00176,Fluvoxamine,DB01242,Clomipramine
DB00176,Fluvoxamine,DB00363,Clozapine
DB00176,Fluvoxamine,DB01151,Desipramine
DB00176,Fluvoxamine,DB06700,Desvenlafaxine
DB00176,Fluvoxamine,DB01191,Dexfenfluramine
DB00176,Fluvoxamine,DB01576,Dextroamphetamine
DB00176,Fluvoxamine,DB00266,Dicoumarol
DB00176,Fluvoxamine,DB00937,Diethylpropion
DB00176,Fluvoxamine,DB00320,Dihydroergotamine
DB00176,Fluvoxamine,DB01142,Doxepin
DB00176,Fluvoxamine,DB00476,Duloxetine
DB00176,Fluvoxamine,DB00651,Dyphylline
DB00176,Fluvoxamine,DB00216,Eletriptan
DB00176,Fluvoxamine,DB06210,Eltrombopag
DB00176,Fluvoxamine,DB06210,Eltrombopag
DB00176,Fluvoxamine,DB00696,Ergotamine
DB00176,Fluvoxamine,DB00754,Ethotoin
DB00176,Fluvoxamine,DB00574,Fenfluramine
DB00176,Fluvoxamine,DB01320,Fosphenytoin
DB00176,Fluvoxamine,DB00998,Frovatriptan
DB00176,Fluvoxamine,DB01381,Ginkgo biloba
DB00176,Fluvoxamine,DB00458,Imipramine
DB00176,Fluvoxamine,DB01247,Isocarboxazid
DB00176,Fluvoxamine,DB01009,Ketoprofen
DB00176,Fluvoxamine,DB00601,Linezolid
DB00176,Fluvoxamine,DB01356,Lithium
DB00176,Fluvoxamine,DB00579,Mazindol
DB00176,Fluvoxamine,DB00532,Mephenytoin
DB00176,Fluvoxamine,DB00933,Mesoridazine
DB00176,Fluvoxamine,DB00333,Methadone
DB00176,Fluvoxamine,DB01577,Methamphetamine
DB00176,Fluvoxamine,DB00379,Mexiletine
DB00176,Fluvoxamine,DB00370,Mirtazapine
DB00176,Fluvoxamine,DB01171,Moclobemide
DB00176,Fluvoxamine,DB00952,Naratriptan
DB00176,Fluvoxamine,DB00540,Nortriptyline
DB00176,Fluvoxamine,DB00334,Olanzapine
DB00176,Fluvoxamine,DB01303,Oxtriphylline
DB00176,Fluvoxamine,DB00497,Oxycodone
DB00176,Fluvoxamine,DB01579,Phendimetrazine
DB00176,Fluvoxamine,DB00780,Phenelzine
DB00176,Fluvoxamine,DB00191,Phentermine
DB00176,Fluvoxamine,DB00397,Phenylpropanolamine
DB00176,Fluvoxamine,DB00252,Phenytoin
DB00176,Fluvoxamine,DB00344,Protriptyline
DB00176,Fluvoxamine,DB00980,Ramelteon
DB00176,Fluvoxamine,DB01367,Rasagiline
DB00176,Fluvoxamine,DB00953,Rizatriptan
DB00176,Fluvoxamine,DB01656,Roflumilast
DB00176,Fluvoxamine,DB00268,Ropinirole
DB00176,Fluvoxamine,DB00296,Ropivacaine
DB00176,Fluvoxamine,DB01037,Selegiline
DB00176,Fluvoxamine,DB01105,Sibutramine
DB00176,Fluvoxamine,DB01323,St. John's Wort
DB00176,Fluvoxamine,DB00669,Sumatriptan
DB00176,Fluvoxamine,DB00382,Tacrine
DB00176,Fluvoxamine,DB00857,Terbinafine
DB00176,Fluvoxamine,DB00342,Terfenadine
DB00176,Fluvoxamine,DB00277,Theophylline
DB00176,Fluvoxamine,DB00730,Thiabendazole
DB00176,Fluvoxamine,DB00679,Thioridazine
DB00176,Fluvoxamine,DB01623,Thiothixene
DB00176,Fluvoxamine,DB01600,Tiaprofenic acid
DB00176,Fluvoxamine,DB00697,Tizanidine
DB00176,Fluvoxamine,DB00500,Tolmetin
DB00176,Fluvoxamine,DB00193,Tramadol
DB00176,Fluvoxamine,DB00752,Tranylcypromine
DB00176,Fluvoxamine,DB00656,Trazodone
DB00176,Fluvoxamine,DB00374,Treprostinil
DB00176,Fluvoxamine,DB00726,Trimipramine
DB00176,Fluvoxamine,DB00427,Triprolidine
DB00176,Fluvoxamine,DB00285,Venlafaxine
DB00176,Fluvoxamine,DB00682,Warfarin
DB00176,Fluvoxamine,DB00315,Zolmitriptan
DB00177,Valsartan,DB01143,Amifostine
DB00177,Valsartan,DB00594,Amiloride
DB00177,Valsartan,DB06210,Eltrombopag
DB00177,Valsartan,DB01356,Lithium
DB00177,Valsartan,DB01345,Potassium
DB00177,Valsartan,DB00073,Rituximab
DB00177,Valsartan,DB00684,Tobramycin
DB00177,Valsartan,DB00519,Trandolapril
DB00177,Valsartan,DB00374,Treprostinil
DB00177,Valsartan,DB00384,Triamterene
DB00178,Ramipril,DB00594,Amiloride
DB00178,Ramipril,DB08822,Azilsartan medoxomil
DB00178,Ramipril,DB01395,Drospirenone
DB00178,Ramipril,DB06196,Icatibant
DB00178,Ramipril,DB00046,Insulin Lispro
DB00178,Ramipril,DB01356,Lithium
DB00178,Ramipril,DB01345,Potassium
DB00178,Ramipril,DB00421,Spironolactone
DB00178,Ramipril,DB00697,Tizanidine
DB00178,Ramipril,DB00684,Tobramycin
DB00178,Ramipril,DB00374,Treprostinil
DB00178,Ramipril,DB00384,Triamterene
DB00180,Flunisolide,DB00976,Telithromycin
DB00180,Flunisolide,DB00582,Voriconazole
DB00181,Baclofen,DB00427,Triprolidine
DB00182,Amphetamine,DB00477,Chlorpromazine
DB00182,Amphetamine,DB01551,Dihydrocodeine
DB00182,Amphetamine,DB00472,Fluoxetine
DB00182,Amphetamine,DB00623,Fluphenazine
DB00182,Amphetamine,DB00176,Fluvoxamine
DB00182,Amphetamine,DB01170,Guanethidine
DB00182,Amphetamine,DB01247,Isocarboxazid
DB00182,Amphetamine,DB00933,Mesoridazine
DB00182,Amphetamine,DB01403,Methotrimeprazine
DB00182,Amphetamine,DB00715,Paroxetine
DB00182,Amphetamine,DB00850,Perphenazine
DB00182,Amphetamine,DB00780,Phenelzine
DB00182,Amphetamine,DB00433,Prochlorperazine
DB00182,Amphetamine,DB01069,Promethazine
DB00182,Amphetamine,DB01608,Propericiazine
DB00182,Amphetamine,DB01367,Rasagiline
DB00182,Amphetamine,DB00679,Thioridazine
DB00182,Amphetamine,DB00831,Trifluoperazine
DB00185,Cevimeline,DB00872,Conivaptan
DB00185,Cevimeline,DB00382,Tacrine
DB00186,Lorazepam,DB00363,Clozapine
DB00186,Lorazepam,DB01322,Kava
DB00186,Lorazepam,DB00427,Triprolidine
DB00186,Lorazepam,DB00313,Valproic Acid
DB00187,Esmolol,DB00414,Acetohexamide
DB00187,Esmolol,DB00672,Chlorpropamide
DB00187,Esmolol,DB00575,Clonidine
DB00187,Esmolol,DB00320,Dihydroergotamine
DB00187,Esmolol,DB00280,Disopyramide
DB00187,Esmolol,DB00668,Epinephrine
DB00187,Esmolol,DB01253,Ergonovine
DB00187,Esmolol,DB00696,Ergotamine
DB00187,Esmolol,DB01288,Fenoterol
DB00187,Esmolol,DB00983,Formoterol
DB00187,Esmolol,DB01120,Gliclazide
DB00187,Esmolol,DB01067,Glipizide
DB00187,Esmolol,DB01289,Glisoxepide
DB00187,Esmolol,DB01016,Glyburide
DB00187,Esmolol,DB01382,Glycodiazine
DB00187,Esmolol,DB01050,Ibuprofen
DB00187,Esmolol,DB00328,Indomethacin
DB00187,Esmolol,DB01306,Insulin Aspart
DB00187,Esmolol,DB01307,Insulin Detemir
DB00187,Esmolol,DB00047,Insulin Glargine
DB00187,Esmolol,DB01309,Insulin Glulisine
DB00187,Esmolol,DB00046,Insulin Lispro
DB00187,Esmolol,DB01064,Isoprenaline
DB00187,Esmolol,DB00281,Lidocaine
DB00187,Esmolol,DB00247,Methysergide
DB00187,Esmolol,DB00816,Orciprenaline
DB00187,Esmolol,DB00236,Pipobroman
DB00187,Esmolol,DB01291,Pirbuterol
DB00187,Esmolol,DB00554,Piroxicam
DB00187,Esmolol,DB00457,Prazosin
DB00187,Esmolol,DB01366,Procaterol
DB00187,Esmolol,DB00912,Repaglinide
DB00187,Esmolol,DB01001,Salbutamol
DB00187,Esmolol,DB00938,Salmeterol
DB00187,Esmolol,DB01162,Terazosin
DB00187,Esmolol,DB00871,Terbutaline
DB00187,Esmolol,DB00839,Tolazamide
DB00187,Esmolol,DB01124,Tolbutamide
DB00187,Esmolol,DB00374,Treprostinil
DB00187,Esmolol,DB00661,Verapamil
DB00188,Bortezomib,DB00758,Clopidogrel
DB00188,Bortezomib,DB06414,Etravirine
DB00188,Bortezomib,DB00976,Telithromycin
DB00188,Bortezomib,DB00208,Ticlopidine
DB00188,Bortezomib,DB00582,Voriconazole
DB00189,Ethchlorvynol,DB01418,Acenocoumarol
DB00189,Ethchlorvynol,DB01125,Anisindione
DB00189,Ethchlorvynol,DB00266,Dicoumarol
DB00189,Ethchlorvynol,DB00682,Warfarin
DB00191,Phentermine,DB01063,Acetophenazine
DB00191,Phentermine,DB01246,Alimemazine
DB00191,Phentermine,DB00477,Chlorpromazine
DB00191,Phentermine,DB00392,Ethopropazine
DB00191,Phentermine,DB00472,Fluoxetine
DB00191,Phentermine,DB00623,Fluphenazine
DB00191,Phentermine,DB00176,Fluvoxamine
DB00191,Phentermine,DB01170,Guanethidine
DB00191,Phentermine,DB01247,Isocarboxazid
DB00191,Phentermine,DB00933,Mesoridazine
DB00191,Phentermine,DB00902,Methdilazine
DB00191,Phentermine,DB01403,Methotrimeprazine
DB00191,Phentermine,DB00715,Paroxetine
DB00191,Phentermine,DB00850,Perphenazine
DB00191,Phentermine,DB00780,Phenelzine
DB00191,Phentermine,DB00433,Prochlorperazine
DB00191,Phentermine,DB00420,Promazine
DB00191,Phentermine,DB01069,Promethazine
DB00191,Phentermine,DB01608,Propericiazine
DB00191,Phentermine,DB00777,Propiomazine
DB00191,Phentermine,DB01367,Rasagiline
DB00191,Phentermine,DB00372,Thiethylperazine
DB00191,Phentermine,DB00679,Thioridazine
DB00191,Phentermine,DB00193,Tramadol
DB00191,Phentermine,DB00519,Trandolapril
DB00191,Phentermine,DB00752,Tranylcypromine
DB00191,Phentermine,DB00831,Trifluoperazine
DB00191,Phentermine,DB00508,Triflupromazine
DB00191,Phentermine,DB00427,Triprolidine
DB00191,Phentermine,DB00285,Venlafaxine
DB00193,Tramadol,DB00918,Almotriptan
DB00193,Tramadol,DB06274,Alvimopan
DB00193,Tramadol,DB00357,Aminoglutethimide
DB00193,Tramadol,DB01118,Amiodarone
DB00193,Tramadol,DB00321,Amitriptyline
DB00193,Tramadol,DB00543,Amoxapine
DB00193,Tramadol,DB00701,Amprenavir
DB00193,Tramadol,DB00673,Aprepitant
DB00193,Tramadol,DB01072,Atazanavir
DB00193,Tramadol,DB00865,Benzphetamine
DB00193,Tramadol,DB00559,Bosentan
DB00193,Tramadol,DB01200,Bromocriptine
DB00193,Tramadol,DB00248,Cabergoline
DB00193,Tramadol,DB00564,Carbamazepine
DB00193,Tramadol,DB00608,Chloroquine
DB00193,Tramadol,DB00477,Chlorpromazine
DB00193,Tramadol,DB00501,Cimetidine
DB00193,Tramadol,DB01012,Cinacalcet
DB00193,Tramadol,DB00215,Citalopram
DB00193,Tramadol,DB01211,Clarithromycin
DB00193,Tramadol,DB01242,Clomipramine
DB00193,Tramadol,DB00257,Clotrimazole
DB00193,Tramadol,DB00363,Clozapine
DB00193,Tramadol,DB00907,Cocaine
DB00193,Tramadol,DB00872,Conivaptan
DB00193,Tramadol,DB00924,Cyclobenzaprine
DB00193,Tramadol,DB00091,Cyclosporine
DB00193,Tramadol,DB00496,Darifenacin
DB00193,Tramadol,DB01264,Darunavir
DB00193,Tramadol,DB00705,Delavirdine
DB00193,Tramadol,DB01151,Desipramine
DB00193,Tramadol,DB06700,Desvenlafaxine
DB00193,Tramadol,DB01234,Dexamethasone
DB00193,Tramadol,DB01576,Dextroamphetamine
DB00193,Tramadol,DB00514,Dextromethorphan
DB00193,Tramadol,DB00320,Dihydroergotamine
DB00193,Tramadol,DB00343,Diltiazem
DB00193,Tramadol,DB01075,Diphenhydramine
DB00193,Tramadol,DB01142,Doxepin
DB00193,Tramadol,DB00476,Duloxetine
DB00193,Tramadol,DB00625,Efavirenz
DB00193,Tramadol,DB00216,Eletriptan
DB00193,Tramadol,DB01049,Ergoloid mesylate
DB00193,Tramadol,DB01253,Ergonovine
DB00193,Tramadol,DB00696,Ergotamine
DB00193,Tramadol,DB00199,Erythromycin
DB00193,Tramadol,DB01175,Escitalopram
DB00193,Tramadol,DB06414,Etravirine
DB00193,Tramadol,DB00196,Fluconazole
DB00193,Tramadol,DB00472,Fluoxetine
DB00193,Tramadol,DB00176,Fluvoxamine
DB00193,Tramadol,DB01319,Fosamprenavir
DB00193,Tramadol,DB01320,Fosphenytoin
DB00193,Tramadol,DB00998,Frovatriptan
DB00193,Tramadol,DB00614,Furazolidone
DB00193,Tramadol,DB00502,Haloperidol
DB00193,Tramadol,DB00619,Imatinib
DB00193,Tramadol,DB00458,Imipramine
DB00193,Tramadol,DB00224,Indinavir
DB00193,Tramadol,DB01247,Isocarboxazid
DB00193,Tramadol,DB00951,Isoniazid
DB00193,Tramadol,DB01167,Itraconazole
DB00193,Tramadol,DB01026,Ketoconazole
DB00193,Tramadol,DB01259,Lapatinib
DB00193,Tramadol,DB00281,Lidocaine
DB00193,Tramadol,DB00601,Linezolid
DB00193,Tramadol,DB01255,Lisdexamfetamine
DB00193,Tramadol,DB01601,Lopinavir
DB00193,Tramadol,DB00934,Maprotiline
DB00193,Tramadol,DB00333,Methadone
DB00193,Tramadol,DB01577,Methamphetamine
DB00193,Tramadol,DB01403,Methotrimeprazine
DB00193,Tramadol,DB00353,Methylergometrine
DB00193,Tramadol,DB00916,Metronidazole
DB00193,Tramadol,DB01110,Miconazole
DB00193,Tramadol,DB00370,Mirtazapine
DB00193,Tramadol,DB01171,Moclobemide
DB00193,Tramadol,DB00607,Nafcillin
DB00193,Tramadol,DB00952,Naratriptan
DB00193,Tramadol,DB01149,Nefazodone
DB00193,Tramadol,DB00220,Nelfinavir
DB00193,Tramadol,DB00238,Nevirapine
DB00193,Tramadol,DB00622,Nicardipine
DB00193,Tramadol,DB04868,Nilotinib
DB00193,Tramadol,DB01059,Norfloxacin
DB00193,Tramadol,DB00540,Nortriptyline
DB00193,Tramadol,DB00776,Oxcarbazepine
DB00193,Tramadol,DB00715,Paroxetine
DB00193,Tramadol,DB00312,Pentobarbital
DB00193,Tramadol,DB01186,Pergolide
DB00193,Tramadol,DB00454,Pethidine
DB00193,Tramadol,DB01579,Phendimetrazine
DB00193,Tramadol,DB00780,Phenelzine
DB00193,Tramadol,DB01174,Phenobarbital
DB00193,Tramadol,DB00191,Phentermine
DB00193,Tramadol,DB00252,Phenytoin
DB00193,Tramadol,DB01132,Pioglitazone
DB00193,Tramadol,DB01263,Posaconazole
DB00193,Tramadol,DB00794,Primidone
DB00193,Tramadol,DB01168,Procarbazine
DB00193,Tramadol,DB01069,Promethazine
DB00193,Tramadol,DB00344,Protriptyline
DB00193,Tramadol,DB00205,Pyrimethamine
DB00193,Tramadol,DB00908,Quinidine
DB00193,Tramadol,DB00468,Quinine
DB00193,Tramadol,DB00243,Ranolazine
DB00193,Tramadol,DB01367,Rasagiline
DB00193,Tramadol,DB00615,Rifabutin
DB00193,Tramadol,DB01045,Rifampicin
DB00193,Tramadol,DB01201,Rifapentine
DB00193,Tramadol,DB00503,Ritonavir
DB00193,Tramadol,DB00953,Rizatriptan
DB00193,Tramadol,DB00118,S-Adenosylmethionine
DB00193,Tramadol,DB01232,Saquinavir
DB00193,Tramadol,DB01037,Selegiline
DB00193,Tramadol,DB01104,Sertraline
DB00193,Tramadol,DB01105,Sibutramine
DB00193,Tramadol,DB06268,Sitaxentan
DB00193,Tramadol,DB01323,St. John's Wort
DB00193,Tramadol,DB00669,Sumatriptan
DB00193,Tramadol,DB00976,Telithromycin
DB00193,Tramadol,DB00857,Terbinafine
DB00193,Tramadol,DB00759,Tetracycline
DB00193,Tramadol,DB00679,Thioridazine
DB00193,Tramadol,DB00208,Ticlopidine
DB00193,Tramadol,DB00752,Tranylcypromine
DB00193,Tramadol,DB00656,Trazodone
DB00193,Tramadol,DB00726,Trimipramine
DB00193,Tramadol,DB00427,Triprolidine
DB00193,Tramadol,DB00285,Venlafaxine
DB00193,Tramadol,DB00661,Verapamil
DB00193,Tramadol,DB00582,Voriconazole
DB00193,Tramadol,DB00315,Zolmitriptan
DB00195,Betaxolol,DB00414,Acetohexamide
DB00195,Betaxolol,DB00672,Chlorpropamide
DB00195,Betaxolol,DB00575,Clonidine
DB00195,Betaxolol,DB00320,Dihydroergotamine
DB00195,Betaxolol,DB00280,Disopyramide
DB00195,Betaxolol,DB00668,Epinephrine
DB00195,Betaxolol,DB00696,Ergotamine
DB00195,Betaxolol,DB01288,Fenoterol
DB00195,Betaxolol,DB00983,Formoterol
DB00195,Betaxolol,DB01120,Gliclazide
DB00195,Betaxolol,DB01016,Glyburide
DB00195,Betaxolol,DB01050,Ibuprofen
DB00195,Betaxolol,DB00328,Indomethacin
DB00195,Betaxolol,DB00047,Insulin Glargine
DB00195,Betaxolol,DB06709,Methacholine
DB00195,Betaxolol,DB00247,Methysergide
DB00195,Betaxolol,DB00816,Orciprenaline
DB00195,Betaxolol,DB00236,Pipobroman
DB00195,Betaxolol,DB00554,Piroxicam
DB00195,Betaxolol,DB00457,Prazosin
DB00195,Betaxolol,DB00912,Repaglinide
DB00195,Betaxolol,DB00073,Rituximab
DB00195,Betaxolol,DB01162,Terazosin
DB00195,Betaxolol,DB00871,Terbutaline
DB00195,Betaxolol,DB00730,Thiabendazole
DB00195,Betaxolol,DB00374,Treprostinil
DB00196,Fluconazole,DB01418,Acenocoumarol
DB00196,Fluconazole,DB00802,Alfentanil
DB00196,Fluconazole,DB00404,Alprazolam
DB00196,Fluconazole,DB00321,Amitriptyline
DB00196,Fluconazole,DB01125,Anisindione
DB00196,Fluconazole,DB06697,Artemether
DB00196,Fluconazole,DB01076,Atorvastatin
DB00196,Fluconazole,DB01558,Bromazepam
DB00196,Fluconazole,DB00564,Carbamazepine
DB00196,Fluconazole,DB00395,Carisoprodol
DB00196,Fluconazole,DB00482,Celecoxib
DB00196,Fluconazole,DB00475,Chlordiazepoxide
DB00196,Fluconazole,DB01166,Cilostazol
DB00196,Fluconazole,DB00604,Cisapride
DB00196,Fluconazole,DB01068,Clonazepam
DB00196,Fluconazole,DB00628,Clorazepate
DB00196,Fluconazole,DB00872,Conivaptan
DB00196,Fluconazole,DB00531,Cyclophosphamide
DB00196,Fluconazole,DB00091,Cyclosporine
DB00196,Fluconazole,DB00829,Diazepam
DB00196,Fluconazole,DB00266,Dicoumarol
DB00196,Fluconazole,DB00320,Dihydroergotamine
DB00196,Fluconazole,DB00700,Eplerenone
DB00196,Fluconazole,DB00696,Ergotamine
DB00196,Fluconazole,DB01215,Estazolam
DB00196,Fluconazole,DB00754,Ethotoin
DB00196,Fluconazole,DB01590,Everolimus
DB00196,Fluconazole,DB00813,Fentanyl
DB00196,Fluconazole,DB06702,Fesoterodine
DB00196,Fluconazole,DB00690,Flurazepam
DB00196,Fluconazole,DB01095,Fluvastatin
DB00196,Fluconazole,DB01320,Fosphenytoin
DB00196,Fluconazole,DB00801,Halazepam
DB00196,Fluconazole,DB00502,Haloperidol
DB00196,Fluconazole,DB00458,Imipramine
DB00196,Fluconazole,DB08820,Ivacaftor
DB00196,Fluconazole,DB00227,Lovastatin
DB00196,Fluconazole,DB06708,Lumefantrine
DB00196,Fluconazole,DB00532,Mephenytoin
DB00196,Fluconazole,DB00683,Midazolam
DB00196,Fluconazole,DB00540,Nortriptyline
DB00196,Fluconazole,DB04938,Ospemifene
DB00196,Fluconazole,DB00252,Phenytoin
DB00196,Fluconazole,DB01100,Pimozide
DB00196,Fluconazole,DB01589,Quazepam
DB00196,Fluconazole,DB00980,Ramelteon
DB00196,Fluconazole,DB00243,Ranolazine
DB00196,Fluconazole,DB00615,Rifabutin
DB00196,Fluconazole,DB01045,Rifampicin
DB00196,Fluconazole,DB06207,Silodosin
DB00196,Fluconazole,DB00641,Simvastatin
DB00196,Fluconazole,DB00864,Tacrolimus
DB00196,Fluconazole,DB00675,Tamoxifen
DB00196,Fluconazole,DB00706,Tamsulosin
DB00196,Fluconazole,DB00342,Terfenadine
DB00196,Fluconazole,DB01623,Thiothixene
DB00196,Fluconazole,DB00932,Tipranavir
DB00196,Fluconazole,DB08895,Tofacitinib
DB00196,Fluconazole,DB01124,Tolbutamide
DB00196,Fluconazole,DB01036,Tolterodine
DB00196,Fluconazole,DB06212,Tolvaptan
DB00196,Fluconazole,DB00214,Torasemide
DB00196,Fluconazole,DB00539,Toremifene
DB00196,Fluconazole,DB00193,Tramadol
DB00196,Fluconazole,DB00656,Trazodone
DB00196,Fluconazole,DB00897,Triazolam
DB00196,Fluconazole,DB00440,Trimethoprim
DB00196,Fluconazole,DB00726,Trimipramine
DB00196,Fluconazole,DB00580,Valdecoxib
DB00196,Fluconazole,DB00661,Verapamil
DB00196,Fluconazole,DB00570,Vinblastine
DB00196,Fluconazole,DB00541,Vincristine
DB00196,Fluconazole,DB00582,Voriconazole
DB00196,Fluconazole,DB02546,Vorinostat
DB00196,Fluconazole,DB00682,Warfarin
DB00196,Fluconazole,DB00549,Zafirlukast
DB00196,Fluconazole,DB00246,Ziprasidone
DB00196,Fluconazole,DB00425,Zolpidem
DB00196,Fluconazole,DB01624,Zuclopenthixol
DB00196,Fluconazole,DB08919,Zuclopenthixol acetate
DB00196,Fluconazole,DB08920,Zuclopenthixol decanoate
DB00197,Troglitazone,DB01432,Cholestyramine
DB00197,Troglitazone,DB00091,Cyclosporine
DB00197,Troglitazone,DB00977,Ethinyl Estradiol
DB00197,Troglitazone,DB00717,Norethindrone
DB00199,Erythromycin,DB01418,Acenocoumarol
DB00199,Erythromycin,DB00802,Alfentanil
DB00199,Erythromycin,DB00404,Alprazolam
DB00199,Erythromycin,DB01223,Aminophylline
DB00199,Erythromycin,DB01118,Amiodarone
DB00199,Erythromycin,DB01125,Anisindione
DB00199,Erythromycin,DB00673,Aprepitant
DB00199,Erythromycin,DB06697,Artemether
DB00199,Erythromycin,DB00637,Astemizole
DB00199,Erythromycin,DB01076,Atorvastatin
DB00199,Erythromycin,DB06237,Avanafil
DB00199,Erythromycin,DB06769,Bendamustine
DB00199,Erythromycin,DB01158,Bretylium
DB00199,Erythromycin,DB01558,Bromazepam
DB00199,Erythromycin,DB01200,Bromocriptine
DB00199,Erythromycin,DB00490,Buspirone
DB00199,Erythromycin,DB00248,Cabergoline
DB00199,Erythromycin,DB00564,Carbamazepine
DB00199,Erythromycin,DB00439,Cerivastatin
DB00199,Erythromycin,DB01166,Cilostazol
DB00199,Erythromycin,DB01012,Cinacalcet
DB00199,Erythromycin,DB00604,Cisapride
DB00199,Erythromycin,DB00215,Citalopram
DB00199,Erythromycin,DB00363,Clozapine
DB00199,Erythromycin,DB01394,Colchicine
DB00199,Erythromycin,DB00091,Cyclosporine
DB00199,Erythromycin,DB00829,Diazepam
DB00199,Erythromycin,DB00266,Dicoumarol
DB00199,Erythromycin,DB00390,Digoxin
DB00199,Erythromycin,DB00320,Dihydroergotamine
DB00199,Erythromycin,DB00280,Disopyramide
DB00199,Erythromycin,DB01248,Docetaxel
DB00199,Erythromycin,DB00204,Dofetilide
DB00199,Erythromycin,DB00651,Dyphylline
DB00199,Erythromycin,DB00216,Eletriptan
DB00199,Erythromycin,DB06210,Eltrombopag
DB00199,Erythromycin,DB00700,Eplerenone
DB00199,Erythromycin,DB01253,Ergonovine
DB00199,Erythromycin,DB00696,Ergotamine
DB00199,Erythromycin,DB00530,Erlotinib
DB00199,Erythromycin,DB01590,Everolimus
DB00199,Erythromycin,DB01023,Felodipine
DB00199,Erythromycin,DB00472,Fluoxetine
DB00199,Erythromycin,DB00317,Gefitinib
DB00199,Erythromycin,DB00365,Grepafloxacin
DB00199,Erythromycin,DB00619,Imatinib
DB00199,Erythromycin,DB05039,Indacaterol
DB00199,Erythromycin,DB01167,Itraconazole
DB00199,Erythromycin,DB08820,Ivacaftor
DB00199,Erythromycin,DB01137,Levofloxacin
DB00199,Erythromycin,DB01627,Lincomycin
DB00199,Erythromycin,DB00227,Lovastatin
DB00199,Erythromycin,DB06708,Lumefantrine
DB00199,Erythromycin,DB00933,Mesoridazine
DB00199,Erythromycin,DB00353,Methylergometrine
DB00199,Erythromycin,DB00959,Methylprednisolone
DB00199,Erythromycin,DB00247,Methysergide
DB00199,Erythromycin,DB00683,Midazolam
DB00199,Erythromycin,DB00218,Moxifloxacin
DB00199,Erythromycin,DB01303,Oxtriphylline
DB00199,Erythromycin,DB06589,Pazopanib
DB00199,Erythromycin,DB01100,Pimozide
DB00199,Erythromycin,DB08860,Pitavastatin
DB00199,Erythromycin,DB01224,Quetiapine
DB00199,Erythromycin,DB00908,Quinidine
DB00199,Erythromycin,DB01346,Quinidine barbiturate
DB00199,Erythromycin,DB01369,Quinupristin
DB00199,Erythromycin,DB00243,Ranolazine
DB00199,Erythromycin,DB00912,Repaglinide
DB00199,Erythromycin,DB00615,Rifabutin
