drug pair    NDFRT    DrugBank
http://bio2rdf.org/drugbank:DB00514-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033572', u'DEXTROMETHORPHAN/ISOCARBOXAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00641    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176663', u'RIFAMPIN/SIMVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00575-http://bio2rdf.org/drugbank:DB01242    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033411', u'CLOMIPRAMINE/CLONIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB01151    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180788', u'DESIPRAMINE/RASAGILINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00601-http://bio2rdf.org/drugbank:DB00656    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035219', u'LINEZOLID/TRAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00802    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180699', u'ALFENTANIL/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01234    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176872', u'DEXAMETHASONE/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB01063    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034381', u'ACETOPHENAZINE/CISAPRIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00559-http://bio2rdf.org/drugbank:DB01016    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034937', u'BOSENTAN/GLYBURIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01201-http://bio2rdf.org/drugbank:DB00932    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181883', u'RIFAPENTINE/TIPRANAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB04845-http://bio2rdf.org/drugbank:DB00976    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179847', u'IXABEPILONE/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01592-http://bio2rdf.org/drugbank:DB01059    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033281', u'IRON/NORFLOXACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01241-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032998', u'GEMFIBROZIL/LOVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB01259    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181848', u'LAPATINIB/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01151-http://bio2rdf.org/drugbank:DB00604    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034132', u'CISAPRIDE/DESIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00726-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033922', u'RIFABUTIN/TRIMIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00776    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035317', u'ETHINYL ESTRADIOL/OXCARBAZEPINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01149-http://bio2rdf.org/drugbank:DB01100    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034344', u'NEFAZODONE/PIMOZIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00458-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033390', u'IMIPRAMINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01149-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034483', u'LOVASTATIN/NEFAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035163', u'AMIODARONE/ERYTHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00458-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033916', u'IMIPRAMINE/RIFABUTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00541-http://bio2rdf.org/drugbank:DB01263    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180692', u'POSACONAZOLE/VINCRISTINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00880-http://bio2rdf.org/drugbank:DB00204    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180009', u'CHLOROTHIAZIDE/DOFETILIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034340', u'LOVASTATIN/SAQUINAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00953    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034406', u'PAROXETINE/RIZATRIPTAN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00479-http://bio2rdf.org/drugbank:DB01199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032841', u'AMIKACIN/TUBOCURARINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00877-http://bio2rdf.org/drugbank:DB00582    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034796', u'SIROLIMUS/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00266-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034077', u'DICUMAROL/LOVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB00204    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035292', u'DOFETILIDE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01149-http://bio2rdf.org/drugbank:DB00496    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035487', u'DARIFENACIN/NEFAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00540-http://bio2rdf.org/drugbank:DB00604    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034135', u'CISAPRIDE/NORTRIPTYLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00344-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033398', u'ISOCARBOXAZID/PROTRIPTYLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01037-http://bio2rdf.org/drugbank:DB00726    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033407', u'SELEGILINE/TRIMIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00604    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033353', u'CISAPRIDE/KETOCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB00976    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035174', u'CISAPRIDE/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00912-http://bio2rdf.org/drugbank:DB01211    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034705', u'CLARITHROMYCIN/REPAGLINIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB00701    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179992', u'AMPRENAVIR/PIMOZIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00749-http://bio2rdf.org/drugbank:DB00563    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033206', u'ETODOLAC/METHOTREXATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00277    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032882', u'RIFAMPIN/THEOPHYLLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00540-http://bio2rdf.org/drugbank:DB00501    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176780', u'CIMETIDINE/NORTRIPTYLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00540-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176722', u'NORTRIPTYLINE/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035495', u'ERLOTINIB/RIFABUTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00877-http://bio2rdf.org/drugbank:DB00343    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176475', u'DILTIAZEM/SIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB00726    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180793', u'RASAGILINE/TRIMIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00266-http://bio2rdf.org/drugbank:DB00636    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033665', u'CLOFIBRATE/DICUMAROL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00458-http://bio2rdf.org/drugbank:DB00476    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035183', u'DULOXETINE/IMIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01015-http://bio2rdf.org/drugbank:DB00563    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033029', u'METHOTREXATE/SULFAMETHOXAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00999-http://bio2rdf.org/drugbank:DB01356    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032778', u'HYDROCHLOROTHIAZIDE/LITHIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00949    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033191', u'FELBAMATE/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB06287    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180071', u'TELITHROMYCIN/TEMSIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00726    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176804', u'PAROXETINE/TRIMIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01224    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176291', u'KETOCONAZOLE/QUETIAPINE FUMARATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB01259    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000178051', u'LAPATINIB/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00897    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176665', u'RIFAMPIN/TRIAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00908-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034350', u'QUINIDINE/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00512-http://bio2rdf.org/drugbank:DB00684    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032843', u'TOBRAMYCIN/VANCOMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB04574    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033929', u'ESTROPIPATE/PHENOBARBITAL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB00794    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035394', u'NORETHINDRONE/PRIMIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00623-http://bio2rdf.org/drugbank:DB00604    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035114', u'CISAPRIDE/FLUPHENAZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB00343    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182506', u'DILTIAZEM/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00861-http://bio2rdf.org/drugbank:DB01125    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032942', u'ANISINDIONE/DIFLUNISAL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035433', u'ERLOTINIB/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01011    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034702', u'METYRAPONE/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB06287    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179865', u'CARBAMAZEPINE/TEMSIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00458-http://bio2rdf.org/drugbank:DB00575    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033414', u'CLONIDINE/IMIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00227-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034127', u'ERYTHROMYCIN/LOVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB06201-http://bio2rdf.org/drugbank:DB00313    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179978', u'RUFINAMIDE/VALPROIC ACID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB00864    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034435', u'DILTIAZEM/TACROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034300', u'CLARITHROMYCIN/LOVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB00344    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034136', u'CISAPRIDE/PROTRIPTYLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00927    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034314', u'FAMOTIDINE/KETOCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01032-http://bio2rdf.org/drugbank:DB00563    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032698', u'METHOTREXATE/PROBENECID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB00343    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035112', u'CISAPRIDE/DILTIAZEM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00908-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033467', u'AMILORIDE/QUINIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00701-http://bio2rdf.org/drugbank:DB00227    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034276', u'AMPRENAVIR/LOVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB00831    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035130', u'CISAPRIDE/TRIFLUOPERAZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01035-http://bio2rdf.org/drugbank:DB00862    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035509', u'PROCAINAMIDE/VARDENAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB08860-http://bio2rdf.org/drugbank:DB01601    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181851', u'LOPINAVIR/PITAVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB00619    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180353', u'IMATINIB/SIMVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01115-http://bio2rdf.org/drugbank:DB00794    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181354', u'NIFEDIPINE/PRIMIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00218-http://bio2rdf.org/drugbank:DB00908    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034210', u'MOXIFLOXACIN/QUINIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00820-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180500', u'RITONAVIR/TADALAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00586-http://bio2rdf.org/drugbank:DB01356    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033971', u'DICLOFENAC/LITHIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00554-http://bio2rdf.org/drugbank:DB00489    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033044', u'PIROXICAM/SOTALOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00323-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180665', u'ISOCARBOXAZID/TOLCAPONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00554-http://bio2rdf.org/drugbank:DB00266    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032974', u'DICUMAROL/PIROXICAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032668', u'CARBAMAZEPINE/ERYTHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01125-http://bio2rdf.org/drugbank:DB00991    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033195', u'ANISINDIONE/OXAPROZIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00744-http://bio2rdf.org/drugbank:DB01100    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034514', u'PIMOZIDE/ZILEUTON [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB06287    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000179868', u'CLARITHROMYCIN/TEMSIROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00573-http://bio2rdf.org/drugbank:DB00266    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032966', u'DICUMAROL/FENOPROFEN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00604    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033449', u'CISAPRIDE/CLARITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00307-http://bio2rdf.org/drugbank:DB01241    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176621', u'BEXAROTENE/GEMFIBROZIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01361-http://bio2rdf.org/drugbank:DB01100    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034838', u'OLEANDOMYCIN (AS TROLEANDOMYCIN)/PIMOZIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00266-http://bio2rdf.org/drugbank:DB03585    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033672', u'DICUMAROL/OXYPHENBUTAZONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00490-http://bio2rdf.org/drugbank:DB01149    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034591', u'BUSPIRONE/NEFAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01263    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180690', u'CYCLOSPORINE/POSACONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB00661    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182508', u'TELITHROMYCIN/VERAPAMIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB01211    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176629', u'CLARITHROMYCIN/SUNITINIB [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00966-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176576', u'AMILORIDE/TELMISARTAN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00618-http://bio2rdf.org/drugbank:DB01373    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035264', u'CALCIUM/DEMECLOCYCLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035308', u'ETHINYL ESTRADIOL/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01168-http://bio2rdf.org/drugbank:DB00656    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182280', u'PROCARBAZINE/TRAZODONE [VA Drug Interaction]')]    [(None, None)]
