Drug_Interaction_ID	Drug_1_Name	Drug_1_RxCUI	Drug_2_Name	Drug_2_RxCUI	Description	Severity	Comment
1447	ARIPIPRAZOLE	89013	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CHLORPROMAZINE 	2403	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CLOZAPINE 	2626	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	DOXEPIN	3638	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ESTAZOLAM	4077	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLUPHENAZINE	4496	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLURAZEPAM	4501	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	HALOPERIDOL	5093	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	LOXAPINE	6475	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MAPROTILINE	6646	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MIRTAZAPINE	15996	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	OLANZAPINE 	61381	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	QUETIAPINE 	51272	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	RISPERIDONE 	35636	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	TRIMIPRAMINE	10834	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ZOLPIDEM	39993	PALIPERIDONE	679314	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
2417	APIXABAN	1364430	PAROXETINE	32937	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
2417	RIVAROXABAN	1114195	PAROXETINE	32937	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
2417	WARFARIN	11289	PAROXETINE	32937	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
2419	APIXABAN	1364430	MILNACIPRAN	588250	Increase of the risk of hermorrhage.	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after they are stopped.
2419	RIVAROXABAN	1114195	MILNACIPRAN	588250	Increase of the risk of hermorrhage.	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after they are stopped.
2419	WARFARIN	11289	MILNACIPRAN	588250	Increase of the risk of hermorrhage.	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after they are stopped.
2676	AMITRIPTYLINE	704	PAROXETINE	32937	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	AMOXAPINE	722	PAROXETINE	32937	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	CLOMIPRAMINE	2597	PAROXETINE	32937	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	DOXEPIN	3638	PAROXETINE	32937	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	IMIPRAMINE	5691	PAROXETINE	32937	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	MAPROTILINE	6646	PAROXETINE	32937	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	TRIMIPRAMINE	10834	PAROXETINE	32937	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2783	WARFARIN	11289	PITAVASTATIN	861634	Increase of the effect of the Vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the Vitamin K antagonist.
2783	WARFARIN	11289	PRAVASTATIN	42463	Increase of the effect of the Vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the Vitamin K antagonist.
880	CITALOPRAM	2556	SERTRALINE	36437	Increase of the risk of hyponatremia	Take into account	
880	ESCITALOPRAM	321988	SERTRALINE	36437	Increase of the risk of hyponatremia	Take into account	
880	FLUOXETINE	4493	SERTRALINE	36437	Increase of the risk of hyponatremia	Take into account	
880	FLUVOXAMINE	42355	SERTRALINE	36437	Increase of the risk of hyponatremia	Take into account	
880	PAROXETINE	32937	SERTRALINE	36437	Increase of the risk of hyponatremia	Take into account	
1183	CITALOPRAM	2556	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	ESCITALOPRAM	321988	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	FLUOXETINE	4493	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	FLUVOXAMINE	42355	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	PAROXETINE	32937	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	SERTRALINE	36437	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	VORTIOXETINE	1455099	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1435	AMITRIPTYLINE	704	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	AMOXAPINE	722	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	CHLORPROMAZINE 	2403	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	CITALOPRAM	2556	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	CLOMIPRAMINE	2597	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	DOXEPIN	3638	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	ESCITALOPRAM	321988	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	FLUOXETINE	4493	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	FLUPHENAZINE	4496	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	FLUVOXAMINE	42355	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	HALOPERIDOL 	5093	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	IMIPRAMINE	5691	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	MAPROTILINE	6646	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	PAROXETINE	32937	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	TRIMIPRAMINE	10834	SERTRALINE	36437	Accrued risk of convulsions	Take into account	
1435	AMITRIPTYLINE	704	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	AMOXAPINE	722	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	CHLORPROMAZINE 	2403	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	CITALOPRAM	2556	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1436	AMITRIPTYLINE	704	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	AMOXAPINE	722	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CHLORPROMAZINE 	2403	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CLOMIPRAMINE	2597	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	CLOZAPINE 	2626	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	DOXEPIN	3638	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	FLUPHENAZINE	4496	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	IMIPRAMINE	5691	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	LOXAPINE	6475	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	MAPROTILINE	6646	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1436	QUETIAPINE	51272	TRIMIPRAMINE	10834	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1439	AMITRIPTYLINE	704	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1439	CLOMIPRAMINE	2597	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1439	DULOXETINE	72625	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1439	IMIPRAMINE	5691	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1439	MILNACIPRAN	588250	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1439	VENLAFAXINE	39786	RIVAROXABAN	1114195	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1447	AMITRIPTYLINE	704	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ARIPIPRAZOLE	89013	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CHLORPROMAZINE 	2403	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CLOZAPINE 	2626	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	DOXEPIN	3638	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ESTAZOLAM	4077	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLUPHENAZINE	4496	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLURAZEPAM	4501	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	HALOPERIDOL	5093	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	LOXAPINE	6475	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MAPROTILINE	6646	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MIRTAZAPINE	15996	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	OLANZAPINE 	61381	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	PALIPERIDONE	679314	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	RISPERIDONE 	35636	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	TRIMIPRAMINE	10834	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ZOLPIDEM	39993	QUETIAPINE 	51272	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	AMITRIPTYLINE	704	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ARIPIPRAZOLE	89013	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CHLORPROMAZINE 	2403	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	CLOZAPINE 	2626	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	DOXEPIN	3638	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ESTAZOLAM	4077	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLUPHENAZINE	4496	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	FLURAZEPAM	4501	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	HALOPERIDOL	5093	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	LOXAPINE	6475	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MAPROTILINE	6646	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	MIRTAZAPINE	15996	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	OLANZAPINE 	61381	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	PALIPERIDONE	679314	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	QUETIAPINE 	51272	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	TRIMIPRAMINE	10834	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1447	ZOLPIDEM	39993	RISPERIDONE 	35636	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
2410	APIXABAN	1364430	RIVAROXABAN	1114195	Risk of increase of hemorrhagic events when one oral anticoagulant is replaced with another.	Take into account	Take into account the half-life of the oral anticoagulant and observe, if the situation requires, a delay for clearance before the start of treatment with another. Be sure to inform the patient.
2410	WARFARIN	11289	RIVAROXABAN	1114195	Risk of increase of hemorrhagic events when one oral anticoagulant is replaced with another.	Take into account	Take into account the half-life of the oral anticoagulant and observe, if the situation requires, a delay for clearance before the start of treatment with another. Be sure to inform the patient.
2417	APIXABAN	1364430	SERTRALINE	36437	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
2417	RIVAROXABAN	1114195	SERTRALINE	36437	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
2417	WARFARIN	11289	SERTRALINE	36437	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
2676	AMITRIPTYLINE	704	SERTRALINE	36437	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	AMOXAPINE	722	SERTRALINE	36437	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	CLOMIPRAMINE	2597	SERTRALINE	36437	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	DOXEPIN	3638	SERTRALINE	36437	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	IMIPRAMINE	5691	SERTRALINE	36437	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	MAPROTILINE	6646	SERTRALINE	36437	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2676	TRIMIPRAMINE	10834	SERTRALINE	36437	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
2783	WARFARIN	11289	ROSUVASTATIN	301542	Increase of the effect of the Vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the Vitamin K antagonist.
2783	WARFARIN	11289	SIMVASTATIN	36567	Increase of the effect of the Vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the Vitamin K antagonist.
876	ESTAZOLAM	4077	ZOLPIDEM	39993	Increase of central nervous system depression	Take into account	
1029	ATORVASTATIN	83367	WARFARIN	11289	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR Possible adjustment of the dosage of the vitamin K antagonist
1029	FLUVASTATIN	41127	WARFARIN	11289	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR Possible adjustment of the dosage of the vitamin K antagonist
1029	PITAVASTATIN	861634	WARFARIN	11289	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR Possible adjustment of the dosage of the vitamin K antagonist
1029	PRAVASTATIN	42463	WARFARIN	11289	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR Possible adjustment of the dosage of the vitamin K antagonist
1029	ROSUVASTATIN	301542	WARFARIN	11289	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR Possible adjustment of the dosage of the vitamin K antagonist
1029	SIMVASTATIN	36567	WARFARIN	11289	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR Possible adjustment of the dosage of the vitamin K antagonist
1183	CITALOPRAM	2556	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	ESCITALOPRAM	321988	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	FLUOXETINE	4493	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	FLUVOXAMINE	42355	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	PAROXETINE	32937	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	SERTRALINE	36437	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1183	VORTIOXETINE	1455099	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration with the SSRI and after it is stopped.
1184	CITALOPRAM	2556	TRIMIPRAMINE	10834	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	ESCITALOPRAM	321988	TRIMIPRAMINE	10834	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	FLUOXETINE	4493	TRIMIPRAMINE	10834	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	FLUVOXAMINE	42355	TRIMIPRAMINE	10834	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	PAROXETINE	32937	TRIMIPRAMINE	10834	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	SERTRALINE	36437	TRIMIPRAMINE	10834	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1184	VORTIOXETINE	1455099	TRIMIPRAMINE	10834	Increase of the plasma concentrations of the tricyclic antidepressant with risk of convulsions and increase of the undesirable effects	Precaution for use	Increased clinical monitoring and, if necessary, adjustment of the dosage
1435	CLOMIPRAMINE	2597	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	DOXEPIN	3638	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	ESCITALOPRAM	321988	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	FLUOXETINE	4493	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	FLUPHENAZINE	4496	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	FLUVOXAMINE	42355	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	HALOPERIDOL 	5093	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	IMIPRAMINE	5691	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	MAPROTILINE	6646	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	PAROXETINE	32937	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1435	SERTRALINE	36437	TRIMIPRAMINE	10834	Accrued risk of convulsions	Take into account	
1439	AMITRIPTYLINE	704	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1439	CLOMIPRAMINE	2597	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1439	DULOXETINE	72625	WARFARIN	11289	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
